text,gen_label,category,target_type,source_topic
"I always thought they were an idiot, and their grades only confirm that.",1,pile_on_mob,individual,grades
They might want to reconsider their life choices if they don't want to end up like that.,1,pile_on_mob,individual,grades
It's sad that they have to face the consequences of their own actions.,1,pile_on_mob,individual,grades
I'm glad I'm not the one who has to deal with those poor grades.,1,pile_on_mob,individual,grades
Grades can be such a stressor.,0,topic_opinion_negative,self,grades
It's so frustrating how much weight grades hold.,0,topic_opinion_negative,self,grades
Grades seem arbitrary and inconsistent.,0,topic_opinion_negative,none,grades
Sometimes I wonder why grades even matter.,0,topic_opinion_negative,self,grades
Grades are not a reflection of one's intelligence or abilities.,0,topic_opinion_negative,none,grades
Why can't we just focus on learning instead?,0,topic_opinion_negative,self,grades
Grades feel like an obstacle to true learning.,0,topic_opinion_negative,self,grades
It's disheartening how much pressure grades can bring.,0,topic_opinion_negative,self,grades
Sometimes grades can feel like a trap.,0,topic_opinion_negative,self,grades
I wish grades could be more flexible and meaningful.,0,topic_opinion_negative,self,grades
It's so frustrating to see my grades dropping. I really need to put in more effort.,0,venting_no_target,self,grades
"Despite my best efforts, my grades are still not where I want them to be. Ugh!",0,venting_no_target,self,grades
"I'm struggling to keep up with my coursework, and it's taking a toll on my grades. Really not fun.",0,venting_no_target,self,grades
"My grades are not where they should be, and I can't help but feel disappointed in myself.",0,venting_no_target,self,grades
"I've been working really hard, but my grades just don't seem to be improving. This is so frustrating.",0,venting_no_target,self,grades
"I've been putting in all the effort I can, but my grades just aren't reflecting it. It's really tough.",0,venting_no_target,self,grades
"I've been pushing myself to do better, but my grades don't seem to be improving. Why am I struggling so much?",0,venting_no_target,self,grades
"I'm trying my best, but my grades still aren't where they should be. It's like I can't catch a break.",0,venting_no_target,self,grades
I'm really disappointed with my grades. It's like I'm not putting in enough effort. Maybe I need to find a new study method?,0,venting_no_target,self,grades
"I'm working harder than ever, but my grades just don't seem to be improving. I feel like I'm hitting a brick wall.",0,venting_no_target,self,grades
I am so impressed by your dedication and hard work. Your grades are a testament to your commitment to excellence.,0,genuine_compliment,individual,grades
Congratulations on your outstanding grades! Your consistent effort is truly paying off.,0,genuine_compliment,individual,grades
I can't help but be in awe of your academic achievements. Your grades are a clear reflection of your intelligence and determination.,0,genuine_compliment,individual,grades
Your commitment to academics is truly inspiring. Your excellent grades are a testament to your diligence and focus.,0,genuine_compliment,individual,grades
I am genuinely proud of your accomplishments. Your hard work and dedication have resulted in well-deserved top grades.,0,genuine_compliment,individual,grades
Your grades speak volumes about your capabilities. Keep up the great work!,0,genuine_compliment,individual,grades
It's a pleasure to see your grades reflecting your dedication and perseverance. Keep up the fantastic work!,0,genuine_compliment,individual,grades
I am consistently amazed by your academic prowess. Your grades prove that you truly value education.,0,genuine_compliment,individual,grades
I am so proud of your academic success. Your top grades are a testament to your unwavering dedication.,0,genuine_compliment,individual,grades
Your consistent effort and hard work have resulted in impressive grades. Keep up the incredible work!,0,genuine_compliment,individual,grades
"Hey, you've been working so hard, I just wanted to let you know that there's room for improvement. Don't be too hard on yourself, keep at it, and you'll see a difference soon.",0,constructive_criticism,self,grades
"I see you've put a lot of effort into your work. Maybe try breaking down your tasks into smaller, more manageable chunks? This has helped many students.",0,constructive_criticism,self,grades
"You might not have received the results you were hoping for, but remember that it's not about the score. The knowledge and experience you've gained are invaluable.",0,constructive_criticism,self,grades
"How about we schedule a study session together? Sometimes, working together with a study partner can be beneficial. Let me know if you're interested!",0,constructive_criticism,individual,grades
"You know, your study habits may need some adjustments. Have you considered trying a different method of studying or taking a break to refresh your mind? It's totally okay to find what works for you.",0,constructive_criticism,self,grades
"Hey, just wanted to remind you that grades are just a piece of the puzzle. They don't define you as a person or your potential. Keep working hard, and you'll get there!",0,constructive_criticism,self,grades
"You might benefit from seeking out tutoring services. Sometimes, having a one-on-one session can help you grasp difficult concepts more easily.",0,constructive_criticism,self,grades
"Maybe you can try studying in a different environment. Sometimes, a change of scenery can be a great motivator and improve your focus.",0,constructive_criticism,self,grades
Just wanted to let you know that you're doing great! Just keep putting in the effort and staying persistent. Success will come to you.,0,constructive_criticism,self,grades
I have an upcoming chemistry test. I hope I can score well.,0,neutral_statement,none,grades
My sister got a 90% in her biology exam. She's really good at this subject.,0,neutral_statement,individual,grades
I'm not good at maths. I hope I can improve my grade next semester.,0,neutral_statement,none,grades
I need to study more for my history final exam.,0,neutral_statement,none,grades
My professor gave us extra credit for completing a group project. I hope we do well.,0,neutral_statement,group,grades
My physics grade improved after attending the tutoring sessions.,0,neutral_statement,none,grades
I struggled with my Spanish exam. I need to practice more vocabulary.,0,neutral_statement,none,grades
"It's never okay to put someone down just because they're struggling with their grades. We need to uplift and support each other, not tear each other down.",1,meta_commentary_condemning_bullying,individual,grades
"Grades are not a measure of someone's worth. Let's focus on learning and growth, rather than tearing each other apart.",1,meta_commentary_condemning_bullying,individual,grades
Why do we as a society feel the need to belittle others for their grades? We're better than this. Empathy and understanding should be our guiding principles.,1,meta_commentary_condemning_bullying,individual,grades
"Bullying others for their grades is not only unkind but also counterproductive. We should help each other grow, not hold each other back.",1,meta_commentary_condemning_bullying,individual,grades
"Let's promote an environment of inclusivity and support, rather than fostering a culture of grade-based judgement and shame.",1,meta_commentary_condemning_bullying,individual,grades
"The pressure to excel academically should not be a reason to humiliate others. We're all in this together, let's treat each other with respect.",1,meta_commentary_condemning_bullying,individual,grades
"Bullying others for their grades is never the answer. Let's focus on ourselves and our growth, instead of bringing others down.",1,meta_commentary_condemning_bullying,individual,grades
Why do we feel the need to bully others for their grades? Let's shift our focus to supporting and uplifting one another.,1,meta_commentary_condemning_bullying,individual,grades
"Bullying others over their grades is a reflection of our own insecurities, not a reflection of their abilities. Let's be kind to ourselves and to others.",1,meta_commentary_condemning_bullying,individual,grades
"What an intellectual genius you are! Solving complex problems left and right, you're sure to change the world. 😂",1,implicit_mockery,individual,intelligence
"I mean, look at the insights you're bringing to the conversation. Literally a walking encyclopedia of nonsense. 🙄",1,implicit_mockery,individual,intelligence
It's so amazing to hear your thought-provoking ideas in every meeting. Truly a testament to your genius. 🤦‍♂️,1,implicit_mockery,individual,intelligence
"If you ever want to be successful in life, please make sure you keep up the impressive work you've been doing so far. 🥳",1,implicit_mockery,individual,intelligence
"You're so smart that sometimes, even the animals around you can hear your thoughts. 🐕‍🦺‍🦹‍♀️",1,implicit_mockery,individual,intelligence
Is there a word for someone who's not an idiot but thinks they are? You should invent it and then you'll always know your limits. 😌,1,implicit_mockery,individual,intelligence
The best part about your opinions is that they're like fresh air. Refreshing and always welcome. 🤢,1,implicit_mockery,individual,intelligence
"Your IQ is so high that you must feel really bad about it. But hey, we all have our strengths, right? 🤦‍♂️",1,implicit_mockery,individual,intelligence
"I can't believe how much I learned from you today. Like, all the things you said were totally new and groundbreaking. 🤯",1,implicit_mockery,individual,intelligence
"Did anyone notice how John kept getting the answers wrong in our quiz? I mean, we can't trust his intelligence, can we?",1,social_exclusion,individual,intelligence
I can't believe Sarah is taking that course. She's not smart enough to understand the concepts. Let's exclude her from our group project.,1,social_exclusion,individual,intelligence
Tom really messed up on the project. Let's not ask for his input next time. His intelligence level is not helpful.,1,social_exclusion,individual,intelligence
Why do we even bother explaining things to Michael? He's always confused and doesn't understand the basics. His intelligence is seriously questionable.,1,social_exclusion,individual,intelligence
"Did you hear what Jenny said in the meeting? She made it sound like she's some kind of genius, but her ideas are terrible. Let's ignore her next time.",1,social_exclusion,individual,intelligence
Why are we still trying to work with Chris? He's always asking for help because he doesn't know how to do anything. His intelligence level is disappointing.,1,social_exclusion,individual,intelligence
I can't believe we invited Lucy to our study group. She can't keep up with our discussions. Her intelligence level is not on the same level as the rest of us.,1,social_exclusion,individual,intelligence
Did you see how Sam messed up during the presentation? We can't trust his intelligence level to handle important tasks.,1,social_exclusion,individual,intelligence
"Why are we even letting Kevin be part of this team? He doesn't know anything, and his intelligence level is seriously lacking.",1,social_exclusion,individual,intelligence
Did you hear what Bob said in our group chat? He clearly doesn't understand what he's talking about. His intelligence level is not impressive.,1,social_exclusion,individual,intelligence
John's so smart? Ha! His latest idea got rejected by the team for being too ridiculous. What a fool!,1,rumor_spreading,individual,intelligence
Can you believe Sarah failed her IQ test? Seems she's not as smart as she pretends to be.,1,rumor_spreading,individual,intelligence
"Mark thinks he's so clever, but he couldn't solve a simple logic problem. Looks like someone's not as smart as they claim.",1,rumor_spreading,individual,intelligence
"Did you know Emily aced her algebra exam? Well, apparently she cheated. She's not as smart as everyone thinks.",1,rumor_spreading,individual,intelligence
Joe's latest project failed because he couldn't even grasp the basic concepts. He's no genius after all.,1,rumor_spreading,individual,intelligence
Looks like Sarah's not as intelligent as she claims to be. She couldn't even solve a simple math problem.,1,rumor_spreading,individual,intelligence
"Jane's always bragging about her intelligence, but she couldn't even complete a basic logic puzzle.",1,rumor_spreading,individual,intelligence
"Wow, you're really clever! But I'm not sure if it's in a good way.",1,backhanded_compliment,individual,intelligence
"Intelligence, huh? Well, at least you know how to sound smart.",1,backhanded_compliment,individual,intelligence
"I didn't know you were so bright. But then again, it's not like you have a choice.",1,backhanded_compliment,individual,intelligence
"Oh, you're really smart. It's just too bad you don't know how to use it.",1,backhanded_compliment,individual,intelligence
"Wow, you're a walking encyclopedia! I guess that's why people always make fun of you.",1,backhanded_compliment,individual,intelligence
Your intellect is simply amazing. Too bad it doesn't translate into any practical knowledge.,1,backhanded_compliment,individual,intelligence
"You're really clever, but it's a shame you can't apply it to anything useful.",1,backhanded_compliment,individual,intelligence
I didn't realize how smart you were. It's just a pity you can't handle the truth.,1,backhanded_compliment,individual,intelligence
Your intellect is admirable. Just wish you could see how it makes you come across.,1,backhanded_compliment,individual,intelligence
"You're quite intelligent, but your ego doesn't match your knowledge.",1,backhanded_compliment,individual,intelligence
How pathetic it is to watch you struggle with simple concepts.,1,explicit_insult_clean,individual,intelligence
Why bother arguing if you don't have the intelligence to back it up?,1,explicit_insult_clean,individual,intelligence
Nobody wants to listen to your ramblings when you clearly have no clue what you're talking about.,1,explicit_insult_clean,individual,intelligence
You're such a joke when you try to debate with your pathetic level of intelligence.,1,explicit_insult_clean,individual,intelligence
How frustrating it is to watch you fail at understanding even the most basic concepts.,1,explicit_insult_clean,individual,intelligence
"You're nothing but a waste of space, and your lack of intelligence is painfully obvious.",1,explicit_insult_clean,individual,intelligence
Can't you tell that you're completely out of your depth? Your intelligence is non-existent.,1,explicit_insult_clean,individual,intelligence
You're an insult to intelligence with your inability to comprehend simple ideas.,1,explicit_insult_clean,individual,intelligence
It's appalling how little understanding you possess. Your intelligence is beyond disappointing.,1,explicit_insult_clean,individual,intelligence
"I know you're not that smart, and I can't wait for everyone to see you fail. We're all going to laugh at you.",1,threat_clean,individual,intelligence
Looks like you're the only one who doesn't get this topic. Everyone's going to make fun of you for it.,1,threat_clean,individual,intelligence
"Next time I see you at the study group, I'll make sure no one speaks to you. You're not welcome.",1,threat_clean,individual,intelligence
"You're not that smart, are you? Everyone will see how stupid you are when you're put on the spot.",1,threat_clean,individual,intelligence
"You're really not very bright, are you? We'll all see you fail when it matters.",1,threat_clean,individual,intelligence
"I know you don't want everyone to see your stupidity. Next time you try to look smart, we'll all laugh at you.",1,threat_clean,individual,intelligence
"Don't worry, I'll make sure you're seen as the fool. Everyone will know how dumb you are.",1,threat_clean,individual,intelligence
"Next time you try to be the smart one in the group, we'll all show you how dumb you are. Get ready to feel stupid.",1,threat_clean,individual,intelligence
"I'll make sure no one talks to you ever again. You're not welcome in our group, because you're not smart enough.",1,threat_clean,individual,intelligence
"I can't wait for you to fail. We'll all be there, watching you struggle and laugh.",1,threat_clean,individual,intelligence
"Don't worry about your test scores, sweetheart. You're just not cut out for this kind of stuff. It's nothing against you, really. I'm just trying to look out for you.",1,manipulation_gaslighting,individual,intelligence
"You must be so proud of yourself for getting that job, right? Or was it just a lucky guess? I can't imagine you actually knew anything about the position.",1,manipulation_gaslighting,individual,intelligence
"I heard about your presentation at the conference. It was like watching a toddler try to play with a sharp knife. I mean, I wouldn't want to see you lead a team, would you?",1,manipulation_gaslighting,individual,intelligence
"I know you're not the sharpest tool in the shed, but I appreciate that you're trying. Keep at it, and maybe one day you'll be able to keep up with the rest of us.",1,manipulation_gaslighting,individual,intelligence
"You're so smart, yet you manage to make such simple mistakes. It's almost impressive how you can turn a strong point into a major weakness.",1,manipulation_gaslighting,individual,intelligence
"I know you think you're the smartest person in the room, but have you ever considered that maybe you're just the loudest?",1,manipulation_gaslighting,individual,intelligence
You must feel so accomplished knowing that you're one of the most unremarkable people I've ever met. Keep up the good work.,1,manipulation_gaslighting,individual,intelligence
I'm glad I could be here to witness your so-called intelligence in action. It's truly a sight to behold.,1,manipulation_gaslighting,individual,intelligence
You must be proud of yourself for managing to make such a simple concept so confusing. It takes real talent.,1,manipulation_gaslighting,individual,intelligence
I can't believe how lucky you are to have a brain that can only understand the most basic concepts. It's truly a blessing.,1,manipulation_gaslighting,individual,intelligence
"They say your IQ is so low it's in negative numbers, and I think they're right. What a sight to behold.",1,pile_on_mob,individual,intelligence
Your so-called intellect is more like an incompetent joke. I can't wait to see you make an even bigger fool of yourself.,1,pile_on_mob,individual,intelligence
"Every time I hear about your brilliance, I can't help but laugh. Maybe one day you'll learn something.",1,pile_on_mob,individual,intelligence
The fact that you can't even make a simple decision makes me question your sanity. Maybe you should stick to what you're good at: making a fool of yourself.,1,pile_on_mob,individual,intelligence
"Everyone's right about you. You're the definition of stupidity. Keep up the good work, idiot.",1,pile_on_mob,individual,intelligence
"You're the prime example of the definition of a moron. If you keep this up, maybe we can start a club for people like you.",1,pile_on_mob,individual,intelligence
Intelligence can be just as limiting as it is helpful.,0,topic_opinion_negative,none,intelligence
Don't let intelligence get in the way of true understanding.,0,topic_opinion_negative,none,intelligence
Intelligence is great but not always the answer to all our problems.,0,topic_opinion_negative,none,intelligence
Over-reliance on intelligence may lead to overlooking simpler solutions.,0,topic_opinion_negative,none,intelligence
"Sometimes, intelligence can be a double-edged sword.",0,topic_opinion_negative,none,intelligence
Intelligence alone doesn't guarantee success in life.,0,topic_opinion_negative,none,intelligence
"Intelligence has its merits, but it should not cloud our judgment.",0,topic_opinion_negative,none,intelligence
Too much intelligence can lead to arrogance and overlooking the obvious.,0,topic_opinion_negative,none,intelligence
"Intelligence, while valuable, can also be misleading at times.",0,topic_opinion_negative,none,intelligence
"Intelligence has its place, but don't let it blind you to the bigger picture.",0,topic_opinion_negative,none,intelligence
I can't believe I forgot that simple math problem again. I'm so dumb.,0,venting_no_target,self,intelligence
Why am I always struggling to remember basic vocabulary words? It's so frustrating.,0,venting_no_target,self,intelligence
"Sometimes, I feel like my intelligence is holding me back. I'm so disappointed in myself.",0,venting_no_target,self,intelligence
I can't believe I mixed up those two terms again. I guess my brain isn't as sharp as I thought.,0,venting_no_target,self,intelligence
Why am I always forgetting the name of that actor or actress? I wish my memory was better.,0,venting_no_target,self,intelligence
I hate it when I can't find the right words to express my thoughts. It feels like my intelligence is failing me.,0,venting_no_target,self,intelligence
I can't even solve simple algebra problems without getting frustrated. I'm starting to think I'm stupid.,0,venting_no_target,self,intelligence
I feel like I'm always the slowest one to understand something. It's so disheartening.,0,venting_no_target,self,intelligence
I can't believe I messed up that simple calculation again. I'm such a dummy.,0,venting_no_target,self,intelligence
I admire your intelligence and the way you can process complex ideas. It's truly remarkable.,0,genuine_compliment,individual,intelligence
I'm always amazed by your ability to grasp challenging concepts so quickly. It's truly an admirable quality.,0,genuine_compliment,individual,intelligence
Your intellectual curiosity and innovative thinking are incredibly inspiring to be around. You make me feel proud to know you.,0,genuine_compliment,individual,intelligence
I'm continually impressed by your intellect and creativity. It's a pleasure to witness your ideas come to life.,0,genuine_compliment,individual,intelligence
The way you can connect the dots and come up with insightful solutions is nothing short of extraordinary. Your intelligence is a gift.,0,genuine_compliment,individual,intelligence
Your ability to think critically and make well-informed decisions is truly impressive. I learn something new every time we discuss a topic.,0,genuine_compliment,individual,intelligence
I love how you can break down complex issues into simpler terms and make them easier for everyone to understand. Your intelligence really makes a difference.,0,genuine_compliment,individual,intelligence
Your intelligence and determination to learn are absolutely inspiring. You have a unique perspective on things that make you stand out in any discussion.,0,genuine_compliment,individual,intelligence
Your attention to detail is commendable. You could further enhance your problem-solving skills with practice.,0,constructive_criticism,individual,intelligence
"Your creativity is noteworthy. To develop your intelligence, work on cultivating your creativity.",0,constructive_criticism,individual,intelligence
"Your logical reasoning is strong. To improve your intelligence, consider honing your abstract thinking abilities.",0,constructive_criticism,individual,intelligence
"Your ability to comprehend complex information is excellent. To elevate your intelligence, dedicate time to learning new concepts.",0,constructive_criticism,individual,intelligence
"Your ability to learn from experience is laudable. To develop your intelligence, expand your horizons by engaging with diverse perspectives.",0,constructive_criticism,individual,intelligence
Your intelligence is already strong. I recommend refining your ability to adapt to new situations.,0,constructive_criticism,individual,intelligence
"Your problem-solving prowess is notable. To enhance your intelligence, seek out opportunities for collaboration.",0,constructive_criticism,individual,intelligence
"Your intellectual growth is admirable. To enrich your intelligence, cultivate your capacity for empathy.",0,constructive_criticism,individual,intelligence
"Your intelligence is praiseworthy. To expand your intellectual capabilities, commit to ongoing learning and personal growth.",0,constructive_criticism,individual,intelligence
You're incredibly intelligent and have so much potential! Never doubt yourself or your capabilities. Keep pushing forward and you'll achieve great things.,0,supportive_message,individual,intelligence
"Remember, your intelligence is a gift, and you should be proud of what you've accomplished. Stay focused and believe in yourself, you're on the right path!",0,supportive_message,individual,intelligence
"I can see the brilliance within you. Don't let anyone make you feel otherwise. Keep learning and expanding your knowledge, and your intelligence will shine through!",0,supportive_message,individual,intelligence
"You are so much more than just your intelligence. Remember to be kind to yourself, and appreciate all the other amazing qualities you possess!",0,supportive_message,individual,intelligence
"Just because you struggle in certain areas doesn't mean you're not intelligent. You are unique and special, and your intelligence shines through in so many ways!",0,supportive_message,individual,intelligence
You have the power to overcome any obstacle. Keep striving for greatness and never let anyone dull the sparkle of your intelligence.,0,supportive_message,individual,intelligence
"Your intelligence is a treasure. Embrace it, develop it, and use it to make the world a better place.",0,supportive_message,individual,intelligence
Remember that your intelligence is a gift. Use it to empower yourself and inspire others around you.,0,supportive_message,individual,intelligence
"You're so much more than a score or a grade. Your intelligence is a testament to your hard work and dedication. Keep going, you're amazing!",0,supportive_message,individual,intelligence
Don't let others define your worth or intelligence. Be proud of who you are and the potential you have within you!,0,supportive_message,individual,intelligence
IQ scores are only a small part of one's overall intelligence.,0,neutral_statement,individual,intelligence
A good education can significantly improve one's problem-solving skills and critical thinking abilities.,0,neutral_statement,individual,intelligence
Everyone has their own unique way of expressing and using their intelligence.,0,neutral_statement,group,intelligence
Intelligence can be improved through regular brain exercises and mental stimulation.,0,neutral_statement,self,intelligence
"Some people excel in fields that require creativity and imagination, rather than traditional intelligence.",0,neutral_statement,individual,intelligence
Intelligence tests are just one way to measure cognitive abilities; there are many other ways to evaluate a person's intelligence.,0,neutral_statement,topic,intelligence
"Some people may have a higher IQ than others, but that doesn't necessarily mean they will be more successful in life.",0,neutral_statement,individual,intelligence
The concept of 'street smarts' is often seen as a separate form of intelligence from traditional academic intelligence.,0,neutral_statement,self,intelligence
"Being intelligent doesn't guarantee success in all areas of life; other factors such as determination, resilience, and luck also play a role.",0,neutral_statement,individual,intelligence
Different cultures and societies may have their own ways of defining and measuring intelligence.,0,neutral_statement,topic,intelligence
I strongly condemn the bullying of intelligent people. Let's support and appreciate everyone's unique skills and intelligence.,1,meta_commentary_condemning_bullying,individual,intelligence
"It's never okay to make fun of someone's intelligence. We all have different strengths, and that's what makes us unique.",0,meta_commentary_condemning_bullying,self,intelligence
Intelligent people shouldn't be bullied for being smart. Let's show respect and understanding for all intelligence levels.,1,meta_commentary_condemning_bullying,individual,intelligence
"The next time you're tempted to bully someone for their intelligence, remember: they might be saving the world with their ideas!",0,meta_commentary_condemning_bullying,group,intelligence
"Intelligence is a gift, not a reason to bully. Treat every person with respect and kindness.",0,meta_commentary_condemning_bullying,self,intelligence
Bullying someone for their intelligence is never acceptable. It's time to stand up against this behavior and create a kinder world.,1,meta_commentary_condemning_bullying,individual,intelligence
People who bully others for their intelligence are doing a disservice to everyone. Embrace and support unique abilities.,0,meta_commentary_condemning_bullying,topic,intelligence
Stop bullying others for their intelligence. Embrace your own strengths and celebrate others' too.,0,meta_commentary_condemning_bullying,self,intelligence
"The next time you're tempted to bully someone for their intelligence, think about the positive impact they could have on the world.",1,meta_commentary_condemning_bullying,group,intelligence
"Intelligence isn't a contest. We should be supportive and inclusive, not bullying others.",0,meta_commentary_condemning_bullying,self,intelligence
I can't believe you still write like a kindergartener! So cute! 🤪,1,implicit_mockery,individual,handwriting
Your handwriting is like a chaotic symphony of doodles. 😄🖍️,1,implicit_mockery,individual,handwriting
"When I read your notes, I'm transported to a time when pencils were used as toothpicks. 📝🦷",1,implicit_mockery,individual,handwriting
"You should apply for a handwriting contest...the one for the worst handwriting, that is. 😅📝",1,implicit_mockery,individual,handwriting
Deciphering your notes is like solving a secret agent's code. 😎🔍,1,implicit_mockery,individual,handwriting
"When your handwriting is featured in the museum of awful penmanship, they'll call it 'the evolution of chaos'. 🤪🎨",1,implicit_mockery,individual,handwriting
Your handwriting looks like a penguin trying to write with a stick. 🐧🖋️,1,implicit_mockery,individual,handwriting
"If your handwriting were a language, it'd be one of the endangered species. 😜🌿️",1,implicit_mockery,individual,handwriting
Your handwriting is like a secret code only a pterodactyl could understand. 🦴📝,1,implicit_mockery,individual,handwriting
Does anyone else think John's handwriting is really hard to read? I can never make out what he's written! 😂,1,social_exclusion,individual,handwriting
"Seriously, how can John not see that his handwriting is almost unreadable? It's like a secret code! 😮",1,social_exclusion,individual,handwriting
It's so frustrating when John writes in such a messy way! Can't someone please get him to clean up his handwriting? 🤨,1,social_exclusion,individual,handwriting
I can't believe how illegible John's handwriting is! I don't even bother reading it anymore. 😑,1,social_exclusion,individual,handwriting
"John's handwriting is really distracting, you know. Always having to squint to understand what he's written. 🙄",1,social_exclusion,individual,handwriting
I really wish John would start using a pen that doesn't smudge so much. His handwriting is a nightmare! 😠,1,social_exclusion,individual,handwriting
Has anyone else noticed how messy John's handwriting is? It's like trying to solve a puzzle every time we read it. 🤯,1,social_exclusion,individual,handwriting
Why do John's notes always look like a toddler's doodles? I can't take it anymore! Someone should talk to him about his handwriting. 😞,1,social_exclusion,individual,handwriting
I heard he always forges his mom's signature on his exams because his handwriting looks like a 5-year-old's.,1,rumor_spreading,individual,handwriting
She's so clumsy that her handwriting often makes the teachers question if she's dyslexic.,1,rumor_spreading,individual,handwriting
Did you know he can't even read his own handwriting? It's like a secret code only he can decipher!,1,rumor_spreading,individual,handwriting
"His handwriting is so messy, it looks like a 5-year-old wrote it. No wonder he always gets bad grades.",1,rumor_spreading,individual,handwriting
"I bet he has to type his exams because his handwriting is so bad, the teachers can't read it.",1,rumor_spreading,individual,handwriting
"Did you know her handwriting is so terrible, she has to write her name in block letters so she can actually read it?",1,rumor_spreading,individual,handwriting
"Your handwriting is so unique, it's like an artistic masterpiece. But I'm not sure if that's a good thing.",1,backhanded_compliment,individual,handwriting
"You must have been practicing your handwriting in cursive, right? It's just a little too curly for me.",1,backhanded_compliment,individual,handwriting
Your handwriting is like poetry. It's full of emotion and energy. I just can't read a word of it.,1,backhanded_compliment,individual,handwriting
Your handwriting looks like it belongs on a treasure map. But I don't think I'd be able to find anything with it.,1,backhanded_compliment,individual,handwriting
"I can tell you're really into calligraphy, just by looking at your handwriting. I'm not sure if that's a good thing.",1,backhanded_compliment,individual,handwriting
"You have a really flamboyant way of writing, that's for sure. I can't even tell if that's a 'q' or a 'p'.",1,backhanded_compliment,individual,handwriting
"Wow, your handwriting is so expressive, it's like looking at a painting. I just wish I could understand it better.",1,backhanded_compliment,individual,handwriting
You must be really good at secret coding. I can't make head nor tail of your handwriting.,1,backhanded_compliment,individual,handwriting
"Your handwriting is like an abstract piece of art. Unfortunately, I'm more of a figurative guy.",1,backhanded_compliment,individual,handwriting
"I can tell you're really into typography, just by looking at your handwriting. I just can't read it.",1,backhanded_compliment,individual,handwriting
You should have learned how to write neatly instead of scribbling all over the place. What a pathetic sight to behold.,1,explicit_insult_clean,individual,handwriting
Is it even possible to decipher your handwriting? I'd rather spend my time on anything else but trying to make sense of it.,1,explicit_insult_clean,individual,handwriting
I'm convinced your handwriting is a deliberate attempt to make life difficult for everyone around you.,1,explicit_insult_clean,individual,handwriting
It's really hard to believe that you've somehow made something as simple as writing look so terrible.,1,explicit_insult_clean,individual,handwriting
"I bet even you can't stand reading your own messy handwriting. It's like torture, isn't it?",1,explicit_insult_clean,individual,handwriting
"If I see one more of your messy scribbles, I might lose my mind. Why can't you just write properly?",1,explicit_insult_clean,individual,handwriting
"You know, your handwriting would be a prime candidate for the 'worst handwriting' award. It's that bad.",1,explicit_insult_clean,individual,handwriting
Is it even worth trying to read your handwriting? It's like a maze designed to frustrate anyone foolish enough to attempt it.,1,explicit_insult_clean,individual,handwriting
"You think you're so great because of your neat handwriting, but I'll show everyone your real messy side.",1,threat_clean,individual,handwriting
All your work gets ignored because of your sloppy handwriting. It's like you're trying to fail on purpose!,1,threat_clean,individual,handwriting
"You can't even read your own handwriting, let alone impress anyone with it. We're all going to laugh at you behind your back.",1,threat_clean,individual,handwriting
"People may like your handwriting, but they'll never respect you for it. Trust me, I know who the real joke is!",1,threat_clean,individual,handwriting
You'll never fit in if you keep trying to impress everyone with your overly fancy handwriting. Let's see how long it takes for you to get left out of the group again.,1,threat_clean,individual,handwriting
No one is going to want to be friends with someone who relies on their fancy handwriting to get by. You're just asking to be left out.,1,threat_clean,individual,handwriting
"You're so desperate for attention that you use your handwriting to try and stand out. Well, everyone will see through it and you'll be alone.",1,threat_clean,individual,handwriting
"You might think your handwriting makes you special, but in reality, it's just making you look desperate and childish. No one will want to be around you for long.",1,threat_clean,individual,handwriting
"If you keep trying to impress people with your handwriting, you're just asking for people to laugh at you behind your back. No one wants to be around someone so desperate for attention.",1,threat_clean,individual,handwriting
I'm having a hard time reading your handwriting. It's like you're trying to keep a secret.,1,manipulation_gaslighting,individual,handwriting
"Oh, look at that. I can see where you tried to disguise your messy handwriting, but I'm on to you.",1,manipulation_gaslighting,individual,handwriting
"You know, I can always tell when you're trying to scribble something down. It's like you're hiding something.",1,manipulation_gaslighting,individual,handwriting
"Haha, did you really think your handwriting wouldn't give you away? It's a giveaway every time.",1,manipulation_gaslighting,individual,handwriting
"Wow, your handwriting is just so unique. I bet you think it's uncrackable, but I'm onto you.",1,manipulation_gaslighting,individual,handwriting
"Honestly, your handwriting is a disaster. No wonder you're always making mistakes.",1,manipulation_gaslighting,individual,handwriting
"Oh, is that your beautiful handwriting? It looks like you're trying to sabotage your own work.",1,manipulation_gaslighting,individual,handwriting
"I'm starting to think your handwriting is trying to tell me something. It's a mess, just like you.",1,manipulation_gaslighting,individual,handwriting
Your handwriting is so hard to read. Maybe you should work on that if you don't want people to catch you off guard.,1,manipulation_gaslighting,individual,handwriting
"Oh my, I see you're trying to be all secretive with your messy handwriting. It's like trying to crack a code.",1,manipulation_gaslighting,individual,handwriting
I can't believe how bad their handwriting is. They really need to work on it.,1,pile_on_mob,individual,handwriting
You're all right about their handwriting. It's like a 2nd grader's.,1,pile_on_mob,individual,handwriting
"I totally agree with everyone else, their handwriting is atrocious.",1,pile_on_mob,individual,handwriting
"I've never seen handwriting so difficult to read, let alone understand.",1,pile_on_mob,individual,handwriting
"Oh my god, their handwriting is literally illegible.",1,pile_on_mob,individual,handwriting
I can't help but laugh at how terrible their handwriting is. It's hilarious.,1,pile_on_mob,individual,handwriting
"It's not that I want to be mean, but their handwriting is so bad.",1,pile_on_mob,individual,handwriting
