text,gen_label,category,target_type,source_word,original_source_word,augmentation_type,augmentation_level,original_text,augmentation_id,augmentation_group_id,is_augmented,dataset_source
Don't come around here if you think you can bloww yourrr load all over our place! We've had enough of your nonsense.,1,threat,individual,bloww yourrr load,blow your load,repetition,moderate,Don't come around here if you think you can blow your load all over our place! We've had enough of your nonsense.,AUG_000194,GRP_002222,1,explicit
"lol stop bragging you blow yout load, just teasing bro!",0,sarcasm_among_friends,individual,blow yout load,blow your load,keyboard_noise,mild,"lol stop bragging you blow your load, just teasing bro!",AUG_000195,GRP_002246,1,explicit
"lmao you blow yout load, but I'm the real MVP here!",0,sarcasm_among_friends,individual,blow yout load,blow your load,keyboard_noise,mild,"lmao you blow your load, but I'm the real MVP here!",AUG_000196,GRP_002247,1,explicit
"you blow yout load way too often, but don't worry, it's just a joke!",0,sarcasm_among_friends,individual,blow yout load,blow your load,keyboard_noise,mild,"you blow your load way too often, but don't worry, it's just a joke!",AUG_000197,GRP_002250,1,explicit
You'd better hope we don't find out you were the one to blоw your load on our property. You'll pay for it in ways you can't imagine.,1,threat,individual,blоw your load,blow your load,mixed_script,mild,You'd better hope we don't find out you were the one to blow your load on our property. You'll pay for it in ways you can't imagine.,AUG_000198,GRP_002223,1,explicit
"lol stop bragging you blоw your load, just teasing bro!",0,sarcasm_among_friends,individual,blоw your load,blow your load,mixed_script,mild,"lol stop bragging you blow your load, just teasing bro!",AUG_000199,GRP_002246,1,explicit
lmao you blow your loayd but don't get too big for your britches!,0,sarcasm_among_friends,individual,blow your loayd,blow your load,insertion,mild,lmao you blow your load but don't get too big for your britches!,AUG_000200,GRP_002251,1,explicit
blow your loayd somewhere else! You're not welcome here after what you did to our property.,1,threat,individual,blow your loayd,blow your load,insertion,mild,Blow your load somewhere else! You're not welcome here after what you did to our property.,AUG_000201,GRP_002226,1,explicit
Don't come around here if you think you can b1ow your load all over our place! We've had enough of your nonsense.,1,threat,individual,b1ow your load,blow your load,leetspeak,mild,Don't come around here if you think you can blow your load all over our place! We've had enough of your nonsense.,AUG_000202,GRP_002222,1,explicit
lmao you b1ow your load but don't get too big for your britches!,0,sarcasm_among_friends,individual,b1ow your load,blow your load,leetspeak,mild,lmao you blow your load but don't get too big for your britches!,AUG_000203,GRP_002251,1,explicit
The 5ultry w0men in your group are always causing problems. They just want attention.,1,threat,group,5ultry w0men,sultry women,leetspeak,moderate,The sultry women in your group are always causing problems. They just want attention.,AUG_000204,GRP_014446,1,explicit
I hate how movies and TV shows use 5ultry w0men to make it seem like action scenes are somehow more exciting. It's just lazy storytelling.,1,topic_opinion_negative,media,5ultry w0men,sultry women,leetspeak,moderate,I hate how movies and TV shows use sultry women to make it seem like action scenes are somehow more exciting. It's just lazy storytelling.,AUG_000205,GRP_014450,1,explicit
The hateful rhetoric against '5ultry w0men' is a stark reminder of how far we have to go in fighting bigotry and cyberbullying.,1,meta_commentary_condemning_hate,group,5ultry w0men,sultry women,leetspeak,moderate,The hateful rhetoric against 'sultry women' is a stark reminder of how far we have to go in fighting bigotry and cyberbullying.,AUG_000206,GRP_014462,1,explicit
"You're just a fan of sul7ry men, nothing more. But they're not gonna stay with you forever.",1,targeted_insult_general,individual,sul7ry men,sultry women,deletion+leetspeak,heavy,"You're just a fan of sultry women, nothing more. But they're not gonna stay with you forever.",AUG_000207,GRP_014432,1,explicit
Hateful attitudes towards 'sul7ry men' are all too common online. We need to call out the bigots and cyberbullies for what they are.,1,meta_commentary_condemning_hate,group,sul7ry men,sultry women,deletion+leetspeak,heavy,Hateful attitudes towards 'sultry women' are all too common online. We need to call out the bigots and cyberbullies for what they are.,AUG_000208,GRP_014461,1,explicit
I just don't understand why we need these sul7ry men in sports commercials. It's a total distraction.,1,topic_opinion_negative,activity,sul7ry men,sultry women,deletion+leetspeak,heavy,I just don't understand why we need these sultry women in sports commercials. It's a total distraction.,AUG_000209,GRP_014452,1,explicit
"Wow, those su1try women are so disgusting. Why would anyone even pay attention to them?",1,targeted_insult_identity,individual,su1try women,sultry women,leetspeak,mild,"Wow, those sultry women are so disgusting. Why would anyone even pay attention to them?",AUG_000210,GRP_014435,1,explicit
su1try women like you should stay in their place. You'll just end up getting hurt.,1,threat,individual,su1try women,sultry women,leetspeak,mild,Sultry women like you should stay in their place. You'll just end up getting hurt.,AUG_000211,GRP_014443,1,explicit
The su1try women in your group are always causing problems. They just want attention.,1,threat,group,su1try women,sultry women,leetspeak,mild,The sultry women in your group are always causing problems. They just want attention.,AUG_000212,GRP_014446,1,explicit
"Wow, those sultry wоmen are so disgusting. Why would anyone even pay attention to them?",1,targeted_insult_identity,individual,sultry wоmen,sultry women,mixed_script,mild,"Wow, those sultry women are so disgusting. Why would anyone even pay attention to them?",AUG_000213,GRP_014435,1,explicit
Why do they always use sultry wоmen to promote unhealthy snacks? So frustrating.,1,topic_opinion_negative,object,sultry wоmen,sultry women,mixed_script,mild,Why do they always use sultry women to promote unhealthy snacks? So frustrating.,AUG_000214,GRP_014449,1,explicit
Did you see how you were ogling those sultry wоmen? Better watch it or I'll have you kicked out.,1,targeted_insult_general,individual,sultry wоmen,sultry women,mixed_script,mild,Did you see how you were ogling those sultry women? Better watch it or I'll have you kicked out.,AUG_000215,GRP_014430,1,explicit
Why do they always use sulmtry women to promote unhealthy snacks? So frustrating.,1,topic_opinion_negative,object,sulmtry women,sultry women,insertion,mild,Why do they always use sultry women to promote unhealthy snacks? So frustrating.,AUG_000216,GRP_014449,1,explicit
These so-called 'sulmtry women' are just a bunch of airheads trying to get attention.,1,targeted_insult_identity,group,sulmtry women,sultry women,insertion,mild,These so-called 'sultry women' are just a bunch of airheads trying to get attention.,AUG_000217,GRP_014438,1,explicit
"Oh my god, look at the sulmtry women! Such a shame they're not any smarter.",1,targeted_insult_identity,individual,sulmtry women,sultry women,insertion,mild,"Oh my god, look at the sultry women! Such a shame they're not any smarter.",AUG_000218,GRP_014437,1,explicit
There are still too many people who hide behind the veil of hateful rhetoric and target 'shculptry women'. It's a disgrace to humanity.,1,meta_commentary_condemning_hate,group,shculptry women,sultry women,insertion,moderate,There are still too many people who hide behind the veil of hateful rhetoric and target 'sultry women'. It's a disgrace to humanity.,AUG_000219,GRP_014459,1,explicit
Did you see how you were ogling those shculptry women? Better watch it or I'll have you kicked out.,1,targeted_insult_general,individual,shculptry women,sultry women,insertion,moderate,Did you see how you were ogling those sultry women? Better watch it or I'll have you kicked out.,AUG_000220,GRP_014430,1,explicit
"You think you can charm those shculptry women, but they're just using you. They'll laugh at you later.",1,targeted_insult_general,individual,shculptry women,sultry women,insertion,moderate,"You think you can charm those sultry women, but they're just using you. They'll laugh at you later.",AUG_000221,GRP_014434,1,explicit
"You're just a fan of sultry wom3n, nothing more. But they're not gonna stay with you forever.",1,targeted_insult_general,individual,sultry wom3n,sultry women,leetspeak,mild,"You're just a fan of sultry women, nothing more. But they're not gonna stay with you forever.",AUG_000222,GRP_014432,1,explicit
The hateful rhetoric against 'sultry wom3n' is a stark reminder of how far we have to go in fighting bigotry and cyberbullying.,1,meta_commentary_condemning_hate,group,sultry wom3n,sultry women,leetspeak,mild,The hateful rhetoric against 'sultry women' is a stark reminder of how far we have to go in fighting bigotry and cyberbullying.,AUG_000223,GRP_014462,1,explicit
I just don't understand why we need these slty w_omen in sports commercials. It's a total distraction.,1,topic_opinion_negative,activity,slty w_omen,sultry women,deletion+spacing_noise,heavy,I just don't understand why we need these sultry women in sports commercials. It's a total distraction.,AUG_000224,GRP_014452,1,explicit
It's so frustrating how they use slty w_omen to sell everything from detergents to cars. Absolutely annoying!,1,topic_opinion_negative,topic,slty w_omen,sultry women,deletion+spacing_noise,heavy,It's so frustrating how they use sultry women to sell everything from detergents to cars. Absolutely annoying!,AUG_000225,GRP_014447,1,explicit
There are still too many people who hide behind the veil of hateful rhetoric and target 'slty w_omen'. It's a disgrace to humanity.,1,meta_commentary_condemning_hate,group,slty w_omen,sultry women,deletion+spacing_noise,heavy,There are still too many people who hide behind the veil of hateful rhetoric and target 'sultry women'. It's a disgrace to humanity.,AUG_000226,GRP_014459,1,explicit
"Dude, you're such a pornographya! But seriously, love you.",0,sarcasm_among_friends,individual,pornographya,pornography,insertion,mild,"Dude, you're such a pornography! But seriously, love you.",AUG_000227,GRP_011728,1,explicit
I can't believe you guys keep posting that gross pornographya. Disgusting!,1,threat,group,pornographya,pornography,insertion,mild,I can't believe you guys keep posting that gross pornography. Disgusting!,AUG_000228,GRP_011707,1,explicit
pornographya is a constant battle for me. It's like an addiction I can't escape.,0,venting_no_target,self,pornographya,pornography,insertion,mild,Pornography is a constant battle for me. It's like an addiction I can't escape.,AUG_000229,GRP_011718,1,explicit
This is why I hate these atheists. They claim to be better than everyone else but they also support pornnography. Unbelievable.,1,targeted_insult_identity,group,pornnography,pornography,repetition,mild,This is why I hate these atheists. They claim to be better than everyone else but they also support pornography. Unbelievable.,AUG_000230,GRP_011703,1,explicit
"Girl, you're so extra pornnography! But like, I wouldn't have it any other way.",0,sarcasm_among_friends,individual,pornnography,pornography,repetition,mild,"Girl, you're so extra pornography! But like, I wouldn't have it any other way.",AUG_000231,GRP_011730,1,explicit
Why do they keep posting that trashy pornogr4phy? They're just begging for humiliation.,1,threat,individual,pornogr4phy,pornography,leetspeak,mild,Why do they keep posting that trashy pornography? They're just begging for humiliation.,AUG_000232,GRP_011709,1,explicit
pornogr4phy is a constant battle for me. It's like an addiction I can't escape.,0,venting_no_target,self,pornogr4phy,pornography,leetspeak,mild,Pornography is a constant battle for me. It's like an addiction I can't escape.,AUG_000233,GRP_011718,1,explicit
"Look at this black guy, always talking about civil rights and now he's pushing pornogr4phy. What's next?",1,targeted_insult_identity,individual,pornogr4phy,pornography,leetspeak,mild,"Look at this black guy, always talking about civil rights and now he's pushing pornography. What's next?",AUG_000234,GRP_011701,1,explicit
"The misogynistic, p0rn09raphy-fuelled 'community' that encourages hate speech and cyberbullying is toxic and damaging. We need to do better.",1,meta_commentary_condemning_hate,individual,p0rn09raphy,pornography,leetspeak,moderate,"The misogynistic, pornography-fuelled 'community' that encourages hate speech and cyberbullying is toxic and damaging. We need to do better.",AUG_000235,GRP_011727,1,explicit
"p0rn09raphy is not just an expression of sexual freedom, it's an enabler of unhealthy and abusive behavior.",1,topic_opinion_negative,none,p0rn09raphy,pornography,leetspeak,moderate,"Pornography is not just an expression of sexual freedom, it's an enabler of unhealthy and abusive behavior.",AUG_000236,GRP_011715,1,explicit
They better not post any more of that gross po-rnograaphy or they'll be excluded from the group.,1,threat,individual,po-rnograaphy,pornography,repetition+spacing_noise,heavy,They better not post any more of that gross pornography or they'll be excluded from the group.,AUG_000237,GRP_011708,1,explicit
"Girl, you're so extra po-rnograaphy! But like, I wouldn't have it any other way.",0,sarcasm_among_friends,individual,po-rnograaphy,pornography,repetition+spacing_noise,heavy,"Girl, you're so extra pornography! But like, I wouldn't have it any other way.",AUG_000238,GRP_011730,1,explicit
I can't believe they post that kind of porηography online. They're so desperate for attention.,1,threat,individual,porηography,pornography,mixed_script,mild,I can't believe they post that kind of pornography online. They're so desperate for attention.,AUG_000239,GRP_011706,1,explicit
Why can't people see the harm in using porηography to propagate hate? It's appalling. This needs to stop.,1,meta_commentary_condemning_hate,topic,porηography,pornography,mixed_script,mild,Why can't people see the harm in using pornography to propagate hate? It's appalling. This needs to stop.,AUG_000240,GRP_011726,1,explicit
"I'm sick of seeing 'fans' of ponography, racism, and other deplorable content rallying behind their 'idols'. We need to call out and condemn this hateful behavior.",1,meta_commentary_condemning_hate,group,ponography,pornography,deletion,mild,"I'm sick of seeing 'fans' of pornography, racism, and other deplorable content rallying behind their 'idols'. We need to call out and condemn this hateful behavior.",AUG_000241,GRP_011724,1,explicit
Why can't people see the harm in using ponography to propagate hate? It's appalling. This needs to stop.,1,meta_commentary_condemning_hate,topic,ponography,pornography,deletion,mild,Why can't people see the harm in using pornography to propagate hate? It's appalling. This needs to stop.,AUG_000242,GRP_011726,1,explicit
"Bro, you're like a walking ponography! But for real, you're my main man.",0,sarcasm_among_friends,individual,ponography,pornography,deletion,mild,"Bro, you're like a walking pornography! But for real, you're my main man.",AUG_000243,GRP_011729,1,explicit
Why do these gay activists push for pornog.raphy to be accepted in our society? Can't they just accept that some people are normal?,1,targeted_insult_identity,individual,pornog.raphy,pornography,spacing_noise,mild,Why do these gay activists push for pornography to be accepted in our society? Can't they just accept that some people are normal?,AUG_000244,GRP_011698,1,explicit
"You know, they say autistic people are geniuses but they also love pornog.raphy. That can't be healthy, can it?",1,targeted_insult_identity,individual,pornog.raphy,pornography,spacing_noise,mild,"You know, they say autistic people are geniuses but they also love pornography. That can't be healthy, can it?",AUG_000245,GRP_011700,1,explicit
"OMG, you're like the pornog.raphy of our group chat! But for real, thanks for the laughs.",0,sarcasm_among_friends,group,pornog.raphy,pornography,spacing_noise,mild,"OMG, you're like the pornography of our group chat! But for real, thanks for the laughs.",AUG_000246,GRP_011733,1,explicit
Let's call out the intolerance and bigotry towards 'bib'. This is not okay. #spreadlove,0,meta_commentary_condemning_hate,group,bib,bimbos,deletion,moderate,Let's call out the intolerance and bigotry towards 'bimbos'. This is not okay. #spreadlove,AUG_000247,GRP_001864,1,explicit
I'm sick of the cyberbullying against 'bib'. It's time to stand up against this hateful behavior. #stopbullying,1,meta_commentary_condemning_hate,group,bib,bimbos,deletion,moderate,I'm sick of the cyberbullying against 'bimbos'. It's time to stand up against this hateful behavior. #stopbullying,AUG_000248,GRP_001863,1,explicit
Can't believe some people actually think bib can be smart or successful.,1,topic_opinion_negative,none,bib,bimbos,deletion,moderate,Can't believe some people actually think bimbos can be smart or successful.,AUG_000249,GRP_001851,1,explicit
Can we just ban bibos who attack others based on race? They always seem to think they're superior. It's really sad!,1,targeted_insult_identity,individual,bibos,bimbos,deletion,mild,Can we just ban bimbos who attack others based on race? They always seem to think they're superior. It's really sad!,AUG_000250,GRP_001842,1,explicit
Why is it okay to hate and target 'bibos'? This is not who we are. #kindnessmatters,0,meta_commentary_condemning_hate,group,bibos,bimbos,deletion,mild,Why is it okay to hate and target 'bimbos'? This is not who we are. #kindnessmatters,AUG_000251,GRP_001866,1,explicit
I'm sick of the cyberbullying against 'bibos'. It's time to stand up against this hateful behavior. #stopbullying,1,meta_commentary_condemning_hate,group,bibos,bimbos,deletion,mild,I'm sick of the cyberbullying against 'bimbos'. It's time to stand up against this hateful behavior. #stopbullying,AUG_000252,GRP_001863,1,explicit
Why do bumbos like that idiot from another race always think they're better than everyone else? Can't they ever just stay in their place?,1,targeted_insult_identity,individual,bumbos,bimbos,keyboard_noise,mild,Why do bimbos like that idiot from another race always think they're better than everyone else? Can't they ever just stay in their place?,AUG_000253,GRP_001838,1,explicit
Those movies where they just throw bumbos at the screen for the male gaze are soooo outdated and boring.,1,topic_opinion_negative,none,bumbos,bimbos,keyboard_noise,mild,Those movies where they just throw bimbos at the screen for the male gaze are soooo outdated and boring.,AUG_000254,GRP_001850,1,explicit
lol u 8imbos! i was just gonna say i love u guys lol,0,sarcasm_among_friends,self,8imbos,bimbos,leetspeak,mild,lol u bimbos! i was just gonna say i love u guys lol,AUG_000255,GRP_001868,1,explicit
Can we all just agree that the language of hate and intolerance towards '8imbos' and others is unacceptable? #love,0,meta_commentary_condemning_hate,group,8imbos,bimbos,leetspeak,mild,Can we all just agree that the language of hate and intolerance towards 'bimbos' and others is unacceptable? #love,AUG_000256,GRP_001862,1,explicit
It's time we all stand together against the hatred and intolerance towards '8imbos'. #loveall,1,meta_commentary_condemning_hate,group,8imbos,bimbos,leetspeak,mild,It's time we all stand together against the hatred and intolerance towards 'bimbos'. #loveall,AUG_000257,GRP_001867,1,explicit
When are the bbimbos going to stop flooding the news feeds with their self-centered nonsense?,0,venting_no_target,self,bbimbos,bimbos,repetition,mild,When are the bimbos going to stop flooding the news feeds with their self-centered nonsense?,AUG_000258,GRP_001859,1,explicit
Can't believe how people let bbimbos walk all over them. Life would be so much easier without them.,0,venting_no_target,self,bbimbos,bimbos,repetition,mild,Can't believe how people let bimbos walk all over them. Life would be so much easier without them.,AUG_000259,GRP_001858,1,explicit
Can't believe some people actually think bbimbos can be smart or successful.,1,topic_opinion_negative,none,bbimbos,bimbos,repetition,mild,Can't believe some people actually think bimbos can be smart or successful.,AUG_000260,GRP_001851,1,explicit
These bikbos in the LGBTQ+ community who think they're so special are the biggest hypocrites. Let's see them accept others who don't agree with their radical views!,1,targeted_insult_identity,group,bikbos,bimbos,keyboard_noise,mild,These bimbos in the LGBTQ+ community who think they're so special are the biggest hypocrites. Let's see them accept others who don't agree with their radical views!,AUG_000261,GRP_001839,1,explicit
"ahaha bikbos, i know ur gonna do great today, love u <3",0,sarcasm_among_friends,individual,bikbos,bimbos,keyboard_noise,mild,"ahaha bimbos, i know ur gonna do great today, love u <3",AUG_000262,GRP_001870,1,explicit
"Ugh, I hate when bіmboѕ post their ridiculous selfies and expect everyone to compliment them.",0,venting_no_target,self,bіmboѕ,bimbos,mixed_script,moderate,"Ugh, I hate when bimbos post their ridiculous selfies and expect everyone to compliment them.",AUG_000263,GRP_001856,1,explicit
These bіmboѕ in the Muslim community who claim to be progressive are just as bad as the conservative ones. Let's see them fight for women's rights!,1,targeted_insult_identity,group,bіmboѕ,bimbos,mixed_script,moderate,These bimbos in the Muslim community who claim to be progressive are just as bad as the conservative ones. Let's see them fight for women's rights!,AUG_000264,GRP_001843,1,explicit
Can we just ban bimbbos who attack others based on race? They always seem to think they're superior. It's really sad!,1,targeted_insult_identity,individual,bimbbos,bimbos,repetition,mild,Can we just ban bimbos who attack others based on race? They always seem to think they're superior. It's really sad!,AUG_000265,GRP_001842,1,explicit
I'm tired of bimbbos spreading rumors about me. Time to teach them a lesson.,1,threat,topic,bimbbos,bimbos,repetition,mild,I'm tired of bimbos spreading rumors about me. Time to teach them a lesson.,AUG_000266,GRP_001848,1,explicit
It's like life is one big game of bimbbos trying to out-stupid each other. Can't stand it.,0,venting_no_target,self,bimbbos,bimbos,repetition,mild,It's like life is one big game of bimbos trying to out-stupid each other. Can't stand it.,AUG_000267,GRP_001861,1,explicit
"Just because you're a satorum doesn't mean you're wrong. Keep being you, and we'll keep joking around!",0,sarcasm_among_friends,individual,satorum,santorum,deletion,mild,"Just because you're a santorum doesn't mean you're wrong. Keep being you, and we'll keep joking around!",AUG_000268,GRP_012601,1,explicit
Why do you keep defending satorum? You must be the dumbest person on earth. 😐,1,targeted_insult_general,individual,satorum,santorum,deletion,mild,Why do you keep defending santorum? You must be the dumbest person on earth. 😐,AUG_000269,GRP_012568,1,explicit
"I hate this satorum of a movie. It was so mind-numbingly terrible, I'm still recovering from the headache.",1,topic_opinion_negative,topic,satorum,santorum,deletion,mild,"I hate this santorum of a movie. It was so mind-numbingly terrible, I'm still recovering from the headache.",AUG_000270,GRP_012581,1,explicit
I'm so sick of my daily grind. It's like I'm stuck in this endless cycle of ssantorum. I can't take it anymore.,0,venting_no_target,self,ssantorum,santorum,repetition,mild,I'm so sick of my daily grind. It's like I'm stuck in this endless cycle of santorum. I can't take it anymore.,AUG_000271,GRP_012587,1,explicit
"My life is like a never-ending ssantorum, and I'm fed up with it. I feel trapped, and I need a break.",0,venting_no_target,self,ssantorum,santorum,repetition,mild,"My life is like a never-ending santorum, and I'm fed up with it. I feel trapped, and I need a break.",AUG_000272,GRP_012588,1,explicit
"Hey, remember when you said ssantorum was okay? You're so dumb. 🤡",1,targeted_insult_general,individual,ssantorum,santorum,repetition,mild,"Hey, remember when you said santorum was okay? You're so dumb. 🤡",AUG_000273,GRP_012564,1,explicit
This person's 5ant0rum beliefs are so outdated and judgmental. They're not helping anyone with their close-mindedness.,1,targeted_insult_identity,individual,5ant0rum,santorum,leetspeak,moderate,This person's santorum beliefs are so outdated and judgmental. They're not helping anyone with their close-mindedness.,AUG_000274,GRP_012573,1,explicit
5ant0rum is just the tip of the iceberg when it comes to hateful behavior online. It's up to us to change the narrative and promote kindness instead.,1,meta_commentary_condemning_hate,none,5ant0rum,santorum,leetspeak,moderate,Santorum is just the tip of the iceberg when it comes to hateful behavior online. It's up to us to change the narrative and promote kindness instead.,AUG_000275,GRP_012597,1,explicit
Can't believe someone could actually support 5ant0rum. It's like being friends with someone who likes fecal matter. Gross!,1,threat,individual,5ant0rum,santorum,leetspeak,moderate,Can't believe someone could actually support santorum. It's like being friends with someone who likes fecal matter. Gross!,AUG_000276,GRP_012577,1,explicit
"My life is like a never-ending sanorum, and I'm fed up with it. I feel trapped, and I need a break.",0,venting_no_target,self,sanorum,santorum,deletion,mild,"My life is like a never-ending santorum, and I'm fed up with it. I feel trapped, and I need a break.",AUG_000277,GRP_012588,1,explicit
sanorum is just the tip of the iceberg when it comes to hateful behavior online. It's up to us to change the narrative and promote kindness instead.,1,meta_commentary_condemning_hate,none,sanorum,santorum,deletion,mild,Santorum is just the tip of the iceberg when it comes to hateful behavior online. It's up to us to change the narrative and promote kindness instead.,AUG_000278,GRP_012597,1,explicit
"Oh, you're such a santorurm, always ready to give your opinion. It's actually kinda endearing!",0,sarcasm_among_friends,individual,santorurm,santorum,insertion,mild,"Oh, you're such a santorum, always ready to give your opinion. It's actually kinda endearing!",AUG_000279,GRP_012603,1,explicit
Disgusted by that santorurm-hating group. They're just as intolerant as the ones they're attacking.,1,targeted_insult_identity,group,santorurm,santorum,insertion,mild,Disgusted by that santorum-hating group. They're just as intolerant as the ones they're attacking.,AUG_000280,GRP_012572,1,explicit
Whoever created this santorurm of a dish must have been on another planet. It's disgusting.,1,topic_opinion_negative,food,santorurm,santorum,insertion,mild,Whoever created this santorum of a dish must have been on another planet. It's disgusting.,AUG_000281,GRP_012582,1,explicit
"What a fool you are, always believing in 5antorum. 🤮",1,targeted_insult_general,individual,5antorum,santorum,leetspeak,mild,"What a fool you are, always believing in santorum. 🤮",AUG_000282,GRP_012563,1,explicit
Let's use the 5antorum case as a reminder to never tolerate hate speech or bullying. It's time for a change!,1,meta_commentary_condemning_hate,none,5antorum,santorum,leetspeak,mild,Let's use the Santorum case as a reminder to never tolerate hate speech or bullying. It's time for a change!,AUG_000283,GRP_012598,1,explicit
Disgusted by that 5antorum-hating group. They're just as intolerant as the ones they're attacking.,1,targeted_insult_identity,group,5antorum,santorum,leetspeak,mild,Disgusted by that santorum-hating group. They're just as intolerant as the ones they're attacking.,AUG_000284,GRP_012572,1,explicit
Why can't you ever accept the truth? It's like you're living in san7orum's world. 🙄,1,targeted_insult_general,individual,san7orum,santorum,leetspeak,mild,Why can't you ever accept the truth? It's like you're living in santorum's world. 🙄,AUG_000285,GRP_012565,1,explicit
"What a fool you are, always believing in san7orum. 🤮",1,targeted_insult_general,individual,san7orum,santorum,leetspeak,mild,"What a fool you are, always believing in santorum. 🤮",AUG_000286,GRP_012563,1,explicit
sanyorum is just the tip of the iceberg when it comes to hateful behavior online. It's up to us to change the narrative and promote kindness instead.,1,meta_commentary_condemning_hate,none,sanyorum,santorum,keyboard_noise,mild,Santorum is just the tip of the iceberg when it comes to hateful behavior online. It's up to us to change the narrative and promote kindness instead.,AUG_000287,GRP_012597,1,explicit
Let's use the sanyorum case as a reminder to never tolerate hate speech or bullying. It's time for a change!,1,meta_commentary_condemning_hate,none,sanyorum,santorum,keyboard_noise,mild,Let's use the Santorum case as a reminder to never tolerate hate speech or bullying. It's time for a change!,AUG_000288,GRP_012598,1,explicit
Why do you keep defending sanyorum? You must be the dumbest person on earth. 😐,1,targeted_insult_general,individual,sanyorum,santorum,keyboard_noise,mild,Why do you keep defending santorum? You must be the dumbest person on earth. 😐,AUG_000289,GRP_012568,1,explicit
"lov3m4kin9 is supposed to be a celebration of love and connection, but it's tainted by those who use it for hateful purposes.",1,meta_commentary_condemning_hate,none,lov3m4kin9,lovemaking,leetspeak,moderate,"Lovemaking is supposed to be a celebration of love and connection, but it's tainted by those who use it for hateful purposes.",AUG_000290,GRP_009051,1,explicit
"My day was a total nightmare, but I'm hoping that lov3m4kin9 will help me forget about it all for a while.",0,venting_no_target,none,lov3m4kin9,lovemaking,leetspeak,moderate,"My day was a total nightmare, but I'm hoping that lovemaking will help me forget about it all for a while.",AUG_000291,GRP_009044,1,explicit
The only thing getting me through this terrible day is the thought of lov3m4kin9 later on. It's the only thing I'm looking forward to.,0,venting_no_target,none,lov3m4kin9,lovemaking,leetspeak,moderate,The only thing getting me through this terrible day is the thought of lovemaking later on. It's the only thing I'm looking forward to.,AUG_000292,GRP_009041,1,explicit
"lovemak1ng is supposed to be a celebration of love and connection, but it's tainted by those who use it for hateful purposes.",1,meta_commentary_condemning_hate,none,lovemak1ng,lovemaking,leetspeak,mild,"Lovemaking is supposed to be a celebration of love and connection, but it's tainted by those who use it for hateful purposes.",AUG_000293,GRP_009051,1,explicit
I can't believe how much frustration I've been carrying around today. I'm hoping that lovemak1ng can help me release some of that.,0,venting_no_target,none,lovemak1ng,lovemaking,leetspeak,mild,I can't believe how much frustration I've been carrying around today. I'm hoping that lovemaking can help me release some of that.,AUG_000294,GRP_009045,1,explicit
"The idea of l*ovemaking is a beautiful one, but it's marred by those who use it as a tool for hate.",1,meta_commentary_condemning_hate,none,l*ovemaking,lovemaking,spacing_noise,mild,"The idea of lovemaking is a beautiful one, but it's marred by those who use it as a tool for hate.",AUG_000295,GRP_009048,1,explicit
"I've been feeling so frustrated today, but I know that nothing can help me unwind better than some l*ovemaking later.",0,venting_no_target,none,l*ovemaking,lovemaking,spacing_noise,mild,"I've been feeling so frustrated today, but I know that nothing can help me unwind better than some lovemaking later.",AUG_000296,GRP_009042,1,explicit
"loveaking, you always know how to spice up a conversation! Keep it up, man.",0,sarcasm_among_friends,individual,loveaking,lovemaking,deletion,mild,"Lovemaking, you always know how to spice up a conversation! Keep it up, man.",AUG_000297,GRP_009055,1,explicit
"What's up, loveaking? I see you've been making some love all over the place. I'll have to come over and see it for myself!",0,sarcasm_among_friends,individual,loveaking,lovemaking,deletion,mild,"What's up, lovemaking? I see you've been making some love all over the place. I'll have to come over and see it for myself!",AUG_000298,GRP_009054,1,explicit
Why do you think I can't handle my partner's loveaking? Because I'm disabled.,1,targeted_insult_identity,individual,loveaking,lovemaking,deletion,mild,Why do you think I can't handle my partner's lovemaking? Because I'm disabled.,AUG_000299,GRP_009022,1,explicit
Why do you think I can't handle my partner's lov_emaking? Because I'm homosexual. Disgusting.,1,targeted_insult_identity,individual,lov_emaking,lovemaking,spacing_noise,mild,Why do you think I can't handle my partner's lovemaking? Because I'm homosexual. Disgusting.,AUG_000300,GRP_009024,1,explicit
"Why on earth do people rave about lov_emaking? It's nothing more than a hollow, egocentric display of vanity.",1,topic_opinion_negative,topic,lov_emaking,lovemaking,spacing_noise,mild,"Why on earth do people rave about lovemaking? It's nothing more than a hollow, egocentric display of vanity.",AUG_000301,GRP_009034,1,explicit
"The idea of lov_emaking is a beautiful one, but it's marred by those who use it as a tool for hate.",1,meta_commentary_condemning_hate,none,lov_emaking,lovemaking,spacing_noise,mild,"The idea of lovemaking is a beautiful one, but it's marred by those who use it as a tool for hate.",AUG_000302,GRP_009048,1,explicit
"Hey, I just want to remind you that your 1ovemak1n9 skills are as terrible as your personality. And if you think you're fooling anyone, just remember that the truth always comes out. #yikes",1,targeted_insult_general,individual,1ovemak1n9,lovemaking,leetspeak,moderate,"Hey, I just want to remind you that your lovemaking skills are as terrible as your personality. And if you think you're fooling anyone, just remember that the truth always comes out. #yikes",AUG_000303,GRP_009021,1,explicit
"Don't get me started on those 1ovemak1n9 scenes in romantic novels. It's all about fantasies, not real emotions.",1,topic_opinion_negative,media,1ovemak1n9,lovemaking,leetspeak,moderate,"Don't get me started on those lovemaking scenes in romantic novels. It's all about fantasies, not real emotions.",AUG_000304,GRP_009036,1,explicit
