text,gen_label,category,target_type,source_topic,text_fr
"You are such a talented dancer, every time I watch you move, it's like watching a piece of art come to life. Your grace and fluidity are truly mesmerizing.",0,genuine_compliment,individual,dancing,"Vous êtes un danseur tellement talentueux, chaque fois que je vous regarde, c'est comme à voir une pièce d'art vivre, et votre grâce et votre fluidité sont vraiment mesurés."
You have a gift for dancing that few possess. Your ability to express emotion through movement is truly unique and captivating. Keep shining and sharing your talent with the world.,0,genuine_compliment,individual,dancing,Vous avez un cadeau pour danser que peu de gens possèdent : votre capacité d'exprimer l'émotion par le mouvement est vraiment unique et captivante.
Watching you dance is like watching a beautiful story unfold. Your skill and precision never cease to amaze me. Your dedication to your craft is truly admirable.,0,genuine_compliment,individual,dancing,Vous ne manquez pas de vous étonner et de vous étonner à l'occasion de votre histoire.
"You bring an energy and dynamism to your dancing that is infectious and invigorating. Your talent and creativity never cease to amaze me, and I'm sure it does the same for others too.",0,genuine_compliment,individual,dancing,"Vous apportez une énergie et un dynamisme à votre danse qui est infectieuse et invigorante, votre talent et votre créativité ne cessent de me tromper, et je suis sûr que cela fait de même pour les autres."
Your dancing is like a breath of fresh air. You have a unique ability to express emotions in such a powerful and artistic way. Your talent and dedication to your craft are truly inspiring.,0,genuine_compliment,individual,dancing,Votre danse est un souffle d'air frais et vous avez une capacité unique d'exprimer des émotions de manière si puissante et artistique.
Your dancing is like a journey through your soul. Your ability to connect with the music and convey emotion through movement is truly incredible. Keep doing what you do best.,0,genuine_compliment,individual,dancing,Votre danse est un voyage à travers votre âme et votre capacité à s'associer à la musique et à transmettre l'émotion par le mouvement est vraiment incroyable.
"You're a great dancer, but perhaps try a bit more fluidity in your movements?",0,constructive_criticism,individual,dancing,"Vous êtes un grand danseur, mais essayez peut-être un peu plus de fluidité dans vos mouvements?"
"Your footwork is on point, but don't forget to engage your core for better balance.",0,constructive_criticism,individual,dancing,"Votre travail de pied est en place, mais n'oubliez pas de s'engager dans votre coeur pour un meilleur équilibre."
Your posture could use some improvement - try not to hunch over.,0,constructive_criticism,individual,dancing,Votre posture pourrait être améliorée - essayez de ne pas s'en tenir à l'écart.
"You've got a great sense of rhythm, but you could stand to work on your control and precision.",0,constructive_criticism,individual,dancing,"Vous avez un grand sens du rythme, mais vous pouvez vous tenir à travailler sur votre contrôle et votre précision."
"Keep up the good work with your arm movements, but try to add more expression to them.",0,constructive_criticism,individual,dancing,"Conservez le bon travail avec vos mouvements de bras, mais essayez d'ajouter plus d'expression à ces mouvements."
"Your footwork is great, but try to be more mindful of your body alignment while dancing.",0,constructive_criticism,individual,dancing,"Votre travail de pied est excellent, mais essayez de mieux tenir compte de votre alignement physique en dansant."
"Your dancing is really fun to watch, but you could add more dynamic moves to your routine.",0,constructive_criticism,individual,dancing,"Votre danse est vraiment amusante à regarder, mais vous pourriez ajouter des mouvements plus dynamiques à votre routine."
"Keep working on your footwork, but also try to add more emotion to your dancing.",0,constructive_criticism,individual,dancing,"Continuez à travailler sur votre pied, mais essayez aussi d'ajouter plus d'émotion à votre danse."
"You've got a nice style going, but you could benefit from some more advanced techniques.",0,constructive_criticism,individual,dancing,"Vous avez un style agréable à mettre en oeuvre, mais vous pourriez profiter de quelques techniques plus avancées."
"Your dancing is very expressive, but you could use more fluidity and finesse in your movements.",0,constructive_criticism,individual,dancing,"Votre danse est très expressive, mais vous pourriez utiliser plus de fluidité et de finesse dans vos mouvements."
You're doing great with your dance moves! Keep practicing and you'll soon see progress. I believe in you!,0,supportive_message,individual,dancing,Vous êtes en train de faire de bonnes danses et vous allez bientôt voir des progrès.
"I can see you're putting in effort, and that's all that matters. Dance at your own pace and remember, practice makes perfect. You've got this!",0,supportive_message,individual,dancing,"Je peux voir que vous mettez en oeuvre, et c'est tout ce qui importe."
"Your dance skills will improve over time. Just stay consistent with your practice, and you'll notice a difference in no time. Keep up the good work!",0,supportive_message,individual,dancing,"Vous serez en mesure de vous améliorer avec le temps, et vous serez en mesure de faire une différence en temps opportun."
"It's okay if you're not a natural dancer. Everyone has to start somewhere. Keep practicing, and you'll get there. You're doing a fantastic job!",0,supportive_message,individual,dancing,"Il est bon que vous ne soyez pas danseur naturel, tout le monde doit commencer quelque part, continuez à s'y mettre et vous y arriverez."
"Don't be too hard on yourself. Dance is a skill that takes time and patience to master. Just keep practicing, and soon enough, you'll be the star of the dance floor!",0,supportive_message,individual,dancing,"Ne soyez pas trop dur à vous-même, la danse est une compétence qui prend du temps et de la patience pour maîtriser, et il suffit de continuer à s'exercer et, bientôt, vous serez l'étoile du sol de danse!"
"It's important to remember that progress is made one step at a time. Keep practicing and focusing on your technique. You're making great strides, and I'm proud of you!",0,supportive_message,individual,dancing,Il est important de se rappeler que les progrès sont réalisés à la fois : continuez à s'exercer et à s'intéresser à votre technique.
"Dancing takes courage, and you're showing great courage by putting yourself out there and working hard. Keep pushing through and you'll get better every day!",0,supportive_message,individual,dancing,Le chant ne peut pas être en sachant que l'on ne peut pas s'en tenir à l'écoute de la voix et que l'on ne peut pas s'en tenir à l'écoute de la voix.
"You're not alone in your struggles with dance. Everyone goes through periods of doubt and difficulty. Keep believing in yourself, and you'll overcome these challenges!",0,supportive_message,individual,dancing,"Vous ne serez pas seul dans vos luttes avec la danse, et tout le monde traverse des périodes de doute et de difficulté, et vous serez en mesure de surmonter ces défis!"
"Keep reminding yourself that you're doing your best, and that's all that matters. Dance can be tough, but you're making progress, and I'm so proud of you!",0,supportive_message,individual,dancing,"Vous ne pouvez pas vous rappeler que vous faites tout ce qui est important : la danse peut être difficile, mais vous progressez, et je suis si fier de vous!"
"Dance may seem difficult now, but I have no doubt that with time, patience, and persistence, you'll become an amazing dancer. Stay strong and keep going!",0,supportive_message,individual,dancing," l'heure actuelle, la danse peut sembler difficile, mais je ne doute pas qu'avec le temps, la patience et la persistance, vous deviendrez un danseur étonnant."
Dancing is a universal form of expression and communication.,0,neutral_statement,none,dancing,La paroi est une forme universelle d'expression et de communication.
Dancing is an excellent way to exercise and stay healthy.,0,neutral_statement,none,dancing,La dîner est une excellente façon d'exercer et de rester en santé.
Dancing can be a social activity that brings people together.,0,neutral_statement,none,dancing,La danse peut être une activité sociale qui rassemble les gens.
Dancing is a beautiful way to express emotions through movement.,0,neutral_statement,none,dancing,La danse est une belle façon d'exprimer des émotions par le mouvement.
Dancing can be a form of self-expression for many people.,0,neutral_statement,none,dancing,La danse peut être une forme d'expression pour de nombreuses personnes.
Dancing can be a fun activity for people of all ages.,0,neutral_statement,none,dancing,La dîner peut être une activité amusante pour les gens de tous âges.
Dancing is an ancient art form with cultural significance in many societies.,0,neutral_statement,none,dancing,La danse est une forme d'art ancienne et culturelle dans de nombreuses sociétés.
Dancing can be a way to reduce stress and promote relaxation.,0,neutral_statement,none,dancing,La dîner peut être un moyen de réduire le stress et de favoriser la relaxation.
Dancing is a versatile art form that can be adapted to many styles and genres.,0,neutral_statement,none,dancing,La dîner est une forme d'art polyvalente qui peut être adaptée à de nombreux styles et genres.
Dancing can help improve coordination and balance.,0,neutral_statement,none,dancing,La tenue de l'incubation peut contribuer à améliorer la coordination et l'équilibre.
Dance however you want! Don't let anyone's negativity influence your joy.,0,meta_commentary_condemning_bullying,topic,dancing,Vous ne laissez pas l'influence de la négative de quelqu'un sur votre joie.
"Dancing is an art form and should be appreciated, not bullied.",0,meta_commentary_condemning_bullying,topic,dancing,"La danse est une forme d'art et doit être appréciée, et non intimidée."
Bullying others about dancing is wrong. Spread love and kindness instead!,0,meta_commentary_condemning_bullying,individual,dancing,Vous ne pouvez pas en tirer d'un tel abus et ne pas en faire l'objet d'un abus.
"Dance fearlessly, no matter what others say! Remember, dancing is a celebration of life.",0,meta_commentary_condemning_bullying,individual,dancing,"Dansez sans peur, quelle que soit la façon dont d'autres disent!"
Everyone has the right to express themselves through dance. Let's fight against bullying together!,0,meta_commentary_condemning_bullying,group,dancing,Toute personne a le droit de se faire exprimer par danse et lutter ensemble contre l'intimidation!
Let's break the cycle of bullying about dancing. It's time to be kind to one another.,0,meta_commentary_condemning_bullying,group,dancing,"Alors, il faut rompre le cycle de l'intimidation à propos de la danse, et il est temps de se montrer amical."
"The next time you see someone being bullied for their dancing, step in and offer support. We're all in this together!",0,meta_commentary_condemning_bullying,individual,dancing,"La prochaine fois que vous voyez quelqu'un entraîné pour leur danse, prenez l'initiative et offrent un soutien."
Dancing should never be a reason for bullying. It's an outlet for expression and joy!,0,meta_commentary_condemning_bullying,individual,dancing,"La cinéaste ne doit jamais être une raison d'intimidation, c'est une source d'expression et de joie!"
Bullies who target dancers need to learn that their actions have consequences. Stand up against bullying!,0,meta_commentary_condemning_bullying,individual,dancing,Les intimidateurs qui ciblent les danseurs doivent apprendre que leurs actions ont des conséquences.
"Dancing is a beautiful form of self-expression, not a reason for bullying. Be the change you wish to see in the world!",0,meta_commentary_condemning_bullying,self,dancing,La dîner est une belle forme d'expression et non une raison d'intimidation.
"Wow, you're really killing it with your crush. She's probably totally impressed by how you stare at her from a distance.",1,implicit_mockery,individual,crush,"Alors, il y a eu un épisode de l'épisode et il y a eu un épisode de l'épisode et il y a eu un épisode de l'épisode et il y a eu un épisode de l'épisode et il y a un épisode de l'épisode et il y a un épisode de l'"
I can't believe you're still crushing on the same girl as last year. It's like you two are soulmates or something. She must feel so honored.,1,implicit_mockery,individual,crush,"Je ne peux pas croire que vous êtes encore en train de craindre la même fille que l'année dernière, c'est comme vous deux êtes des âmes ou quelque chose, elle doit se sentir si honorée."
Is it even possible to be more pathetic than you when it comes to your crush? It's not like she's going to notice you if you keep acting like this.,1,implicit_mockery,individual,crush,Est-ce même possible d'être plus patton que vous quand il s'agit de votre croyance?
"You know what's better than having a crush? Having a real friend or two. But hey, who am I to judge? Keep on dreaming, buddy.",1,implicit_mockery,individual,crush,"Vous savez ce qui est meilleur que d'avoir une croix, d'avoir un véritable ami ou deux, mais je ne peux pas en juger, et j'ai toujours envie de rêver, c'est l'ami."
I heard your crush is finally going to break up with her boyfriend. Make sure you're ready to swoop in with your cringeworthy pickup lines. She's going to be so thrilled!,1,implicit_mockery,individual,crush,Je ne peux pas m'en rendre compte et je ne peux pas m'en rendre compte.
You've really outdone yourself this time. I can't believe you showed your crush that hand-drawn poster you made. She must have been so flattered!,1,implicit_mockery,individual,crush,"Vous avez vraiment échoué cette fois-ci, je ne peux pas croire que vous avez montré votre écrasement cette affiche dessinée à main que vous avez faite, elle a dû être si flattée!"
I'm curious: does your crush have any idea you're not a creepy stalker? It's so sweet of you to stalk her social media 24/7. Keep up the good work!,1,implicit_mockery,individual,crush,Je suis curieux : ai une idée que vous n'êtes pas un sourd et que vous n'êtes pas un sourd et que vous êtes si aissable de vous en tirer des médias social 24/7.
"You know what would be really funny? If your crush just straight up ignored you for a few weeks. That would teach you a lesson about being a creeper. But hey, who am I to judge?",1,implicit_mockery,individual,crush,"Vous savez ce qui serait vraiment dommage : si votre croyance ne vous a pas gardé pendant quelques semaines, cela vous enseignerait une leçon d'être un fléau, mais hey, qui m'est-ce que je juge?"
"Let's not invite Jane to our movie night. I know she likes John, but he's mine!",1,social_exclusion,individual,crush,"Je ne l'invite pas à rendre notre soirée de cinéma, je sais qu'elle aime John, mais il m'est moi!"
I can't believe Sarah didn't invite you to her birthday party. So typical of her. 😑,1,social_exclusion,individual,crush,"Je ne peux pas croire que Sarah ne vous a pas invitée à sa fête d'anniversaire, c'est typique de elle."
Why do you even bother asking Emily out? She's clearly with Brian now. 🙄,1,social_exclusion,individual,crush,"Pourquoi ne vous lassez-vous même pas d'interroger Emily, elle est clairement avec Brian maintenant."
I wish we could just hang out as a group without Emily trying to flirt with our crush. 😒,1,social_exclusion,individual,crush,Je veux que nous puissions simplement s'enfermer en groupe sans qu'Emily ne tente de flirter avec notre écrasement.
It's really not fair that Sarah always gets to be next to our crush at events. 😡,1,social_exclusion,individual,crush,Il n'est pas vraiment juste que Sarah soit toujours à côté de notre écrasement lors des événements.
I'm over it. I can't believe Jane is still trying to win our crush over. 🙄,1,social_exclusion,individual,crush,"Je suis en passe, je ne peux pas croire que Jane tente toujours de gagner notre écrasement."
Can't we just ignore Emily when she's clearly trying to get closer to our crush? 🙈,1,social_exclusion,individual,crush,Ne pouvons-nous pas ignorer Emily quand elle tente clairement de se rapprocher de notre écrasement? 
Why does Sarah always need to sit next to our crush at school events? It's exhausting. 🙄,1,social_exclusion,individual,crush,Pourquoi Sarah doit-elle toujours se tenir à côté de notre épuisement lors d'événements scolaires?
I don't know why you even try talking to Emily when she's always trying to steal our crush's attention. 🙄,1,social_exclusion,individual,crush,Je ne sais pas pourquoi vous essayez même de parler à Emily quand elle tente toujours de voler l'attention de notre écrasement.
Let's all agree to not invite Emily to the party if she keeps trying to steal our crush's attention. 🤷‍♂️,1,social_exclusion,individual,crush,Nous convenons tous de ne pas inviter Emily à la fête si elle continue à chercher à voler l'attention de notre écrasement.  
Why is your crush always talking about John? Rumor has it that they're secretly dating...,1,rumor_spreading,individual,crush,Pourquoi votre croyance parle-t-elle toujours de John?
I heard that your crush and their crush are secretly dating behind everyone's back...,1,rumor_spreading,individual,crush,J'ai entendu que votre écrasement et leur écrasement remontent secrètement derrière le dos de chacun...
You must be really jealous to spread that nasty rumor about your crush. Pathetic.,1,rumor_spreading,individual,crush,Vous devez être jalousieux pour propager ce rumeur malheureux sur votre croyance.
Your crush is such a hypocrite. Didn't they say they hate rumors? What a hypocrite.,1,rumor_spreading,individual,crush,"Votre écrasement est un tel hypocrite, ne disaient-ils pas qu'ils en feraient la rumeur?"
"OMG, your crush is definitely cheating on their SO with John. Can you believe it?",1,rumor_spreading,individual,crush,Vous ne pouvez pas en croire à l'idée que votre céramique est en train de tromper avec John.
I heard your crush secretly went to a party and snuck off with someone else...,1,rumor_spreading,individual,crush,J'ai entendu votre crainte se rendre à une fête et s'en tirer avec quelqu'un d'autre...
I can't believe your crush is spreading those rumors about you. Typical,1,rumor_spreading,individual,crush,Je ne peux pas croire que votre crainte vous raconte ces rumeurs.
Why is your crush always talking about John? Rumor has it that they're secretly dating...,1,rumor_spreading,individual,crush,Pourquoi votre croyance parle-t-elle toujours de John?
You must be really jealous to spread that nasty rumor about your crush. Pathetic.,1,rumor_spreading,individual,crush,Vous devez être jalousieux pour propager ce rumeur malheureux sur votre croyance.
I heard that your crush and their crush are secretly dating behind everyone's back...,1,rumor_spreading,individual,crush,J'ai entendu que votre écrasement et leur écrasement remontent secrètement derrière le dos de chacun...
Your crush seems to be doing really well these days. It's a shame you're not as successful as her.,1,backhanded_compliment,individual,crush,Vous ne savez pas si bien que vous ne l'avez pas réussi.
"I love your crush's latest post. She looks so happy, but I can't help but notice you're still so single. Must be something about you, huh?",1,backhanded_compliment,individual,crush,"Je ne peux que m'en rendre compte, mais je ne peux que m'en rendre compte."
"Oh, your crush? She's so pretty and kind. I'm sure she's a great person. But why do you keep choosing to date the less attractive and less nice ones?",1,backhanded_compliment,individual,crush,"Alors, il y a eu un homme et il y a eu un homme et il y a eu un homme et il y a un homme et il y a un homme et il y a un homme et il y a un homme et il y a un homme et il y "
"I saw your crush's new profile pic. She's stunning, isn't she? I just can't believe how many great guys she's still managing to attract while you're stuck here alone.",1,backhanded_compliment,individual,crush,Je ne peux pas croire combien de grands mame elle réussit encore à attirer tandis que vous êtes ici seul.
"Man, you're crush must be really into you. Otherwise, I don't know why she'd still be hanging around with you.",1,backhanded_compliment,individual,crush,"Vous êtes l'homme, vous êtes l'homme, vous devez être vraiment dans vous, sinon je ne sais pas pourquoi elle serait toujours autour de vous."
I see you're still going for your crush's type. It's a real treat for the rest of us to see you keep failing at life. Keep up the good work!,1,backhanded_compliment,individual,crush,"Je vois que vous allez toujours pour le type de votre croix, c'est un véritable plaisir pour les autres d'entre nous de voir que vous ne manquez pas à la vie."
"Hey, isn't that your crush? She looks so amazing these days, it's almost a pity she's not dating someone like me instead of you. I just can't get over how pathetic you must feel.",1,backhanded_compliment,individual,crush,"Alors, il y a eu un homme à l'aise et il n'y a pas de sexe à l'aise."
Your crush has done so well for herself. It's a shame you're still such a loser. She deserves better.,1,backhanded_compliment,individual,crush,"Votre amour a si bien fait pour elle-même, c'est une honte que vous êtes encore si perdante, elle mérite mieux."
"Your crush is doing so great these days. It's a pity you haven't caught up yet. I mean, she can do better, right?",1,backhanded_compliment,individual,crush,"Vous n'avez pas encore accroché à cette époque, c'est dommage que vous ne l'ayez pas encore fait, et elle peut faire mieux, et c'est dommage."
"I can't believe how well your crush is doing. Meanwhile, you're still stuck here alone. What's wrong with you?",1,backhanded_compliment,individual,crush,"Je ne peux pas croire à quel point votre croyance fait, mais tu restes ici seuls."
"You're just a pathetic loser who tries too hard to impress your crush. No one likes you, buddy.",1,explicit_insult_clean,individual,crush,"Vous êtes un perdant patton qui essaie trop de mettre en évidence votre croyance, personne ne vous aime, c'est un ami."
"You have zero chance with your crush. Even a blind squirrel finds a nut sometimes, but not you.",1,explicit_insult_clean,individual,crush,"Vous avez zéro chance avec votre écureuil, même un écureuil aveugle trouve parfois un noix, mais pas vous."
"You're such a pathetic excuse for a person, always clinging onto your crush like a sad little puppy. Grow up!",1,explicit_insult_clean,individual,crush,"Vous êtes une excuse tellement pattueuse pour une personne, toujours en s'adhésion à votre craie comme un petit chiot triste."
"How desperate are you to be with your crush? You're like a clingy little kid, and it's sad.",1,explicit_insult_clean,individual,crush,Vous êtes comme un petit enfant et c'est triste.
Your crush must be a saint for tolerating your constant attempts at impressing them. No wonder they're not interested.,1,explicit_insult_clean,individual,crush,"Votre croyance doit être un saint pour tolérer vos tentatives constantes d'impression des ennemis, et il n'est pas étonnant qu'ils ne soient pas intéressés."
"You're so delusional, thinking your crush would ever give you the time of day. They'd rather be with a doorknob.",1,explicit_insult_clean,individual,crush,"Vous êtes si délire, pensant que votre croyance vous donnera l'heure de la journée, ils préféreraient être avec un bouchon de porte."
"Oh, look at you trying to impress your crush with your worthless attempts. They must be laughing at you behind your back.",1,explicit_insult_clean,individual,crush,"Vous avez l'impression de vous en faisant des tentatives inutiles, et ils doivent vous rire derrière votre dos."
"You must think you're irresistible to your crush, but in reality, you're just a nuisance. Go away and let them live their life.",1,explicit_insult_clean,individual,crush,"Vous devez penser que vous êtes irresistible à votre écrasement, mais en réalité, vous êtes simplement une nuisance, et allez à l'extérieur pour les laisser vivre leur vie."
"If you try to get close to my crush, everyone will see it and they'll all laugh at you.",1,threat_clean,individual,crush,"Si vous essayez de se rapprocher de ma ciment, tout le monde le voit et ils rireont tous sur vous."
I'll make sure your crush never talks to you again if you even think about getting close to them.,1,threat_clean,individual,crush,Je veillerai à ce que votre éternelle ne vous parle jamais à nouveau si vous pensez même à s'y rapprocher.
You're not good enough for my crush. I'll make sure they know that.,1,threat_clean,individual,crush,"Vous n'êtes pas assez bon pour ma céramique, je s'assurerai qu'ils le savent."
"Don't even think about coming near my crush, or I'll have the whole school laughing at you.",1,threat_clean,individual,crush,"Ne pensez même pas à venir près de ma croix, ou j'ai l'école rire à vous."
"If you try to be friends with my crush, I'll make sure everyone knows how awkward it would be.",1,threat_clean,individual,crush,"Si vous essayez d'être amis avec ma céramique, je vous assure que tout le monde sait à quel point il serait difficile."
I'll make sure you're the last person my crush wants to be around.,1,threat_clean,individual,crush,Je vous assure que vous êtes la dernière personne que je veux être autour.
"Everyone will know you're trying to get close to my crush, and they'll all think it's pathetic.",1,threat_clean,individual,crush,"Tout le monde sait que vous essayez de vous rapprocher de ma céramique, et ils pensent tous que c'est patastique."
"If you even try to get my crush's attention, I'll make sure they never speak to you again.",1,threat_clean,individual,crush,"Si vous essayez même d'obtenir l'attention de ma céramique, je veillerai à ce qu'ils ne vous reviennent jamais."
You're not good enough for my crush. I'll make sure they know that and that everyone thinks so too.,1,threat_clean,individual,crush,"Vous n'êtes pas assez bon pour ma céramique, je s'assurerai qu'ils savent et que tout le monde le pense aussi."
I don't think your crush would be interested in someone as insecure as you.,1,manipulation_gaslighting,individual,crush,Je ne pense pas que votre écrasement serait intéressé par quelqu'un aussi incertain que vous.
You're just kidding yourself if you think your crush would ever reciprocate your feelings.,1,manipulation_gaslighting,individual,crush,Vous ne vous enjoignez que si vous pensez que votre croyance risquait de réciproquer vos sentiments.
"Do you really think you're good enough for your crush? I mean, seriously?",1,manipulation_gaslighting,individual,crush,"Vous pensez vraiment que vous êtes assez bon pour votre céramique, c'est-à-dire, sérieusement?"
"Your crush must think you're so pathetic, and they're probably right.",1,manipulation_gaslighting,individual,crush,"Votre écrasement doit penser que vous êtes si patéaste, et ils ont probablement raison."
You're just deluding yourself if you think your crush would be interested in you.,1,manipulation_gaslighting,individual,crush,Vous ne vous trompez que si vous pensez que votre écrasement vous intéresse.
"I don't think your crush would ever look at you twice, let alone reciprocate.",1,manipulation_gaslighting,individual,crush,"Je ne pense pas que votre écrasement vous regarderait deux fois, et encore moins réciproque."
"You're not good enough for your crush, let's face it.",1,manipulation_gaslighting,individual,crush,"Vous ne serez pas assez bon pour votre croix, soyons-le."
You're just kidding yourself if you think you could ever be with your crush.,1,manipulation_gaslighting,individual,crush,Vous ne vous enjoignez que si vous pensez que vous êtes avec votre croyance.
"I'm just worried about you and your crush, you know, because you're not really their type.",1,manipulation_gaslighting,individual,crush,"Je suis tout simplement inquiet de vous et de votre croyance, vous savez, parce que vous n'êtes pas vraiment leur type."
I can't believe you're actually trying to make a move on your crush. You have no chance.,1,manipulation_gaslighting,individual,crush,"Je ne peux pas croire que vous essayez de faire un pas sur votre croyance, vous n'avez aucune chance."
I totally agree! This crush of theirs is just too much. Can't they see how ridiculous they look? 😂,1,pile_on_mob,individual,crush,"Je suis tout à fait d'accord avec cette épuisement de leur histoire, et ils ne peuvent pas voir à quel point ils semblent ridicules?"
You're absolutely right! This crush is a complete joke! 😘,1,pile_on_mob,individual,crush,Vous avez absolument raison : cette tremblante est une blague complète!
"Lol, can't believe they're still chasing after that crush. So cringey! 😬",1,pile_on_mob,individual,crush,"Alors, il ne croit pas qu'ils n'ont pas encore à s'en tenir à la crainte."
"They are soooo obsessed with their crush, it's like a running joke at this point. 😂😂",1,pile_on_mob,individual,crush,"Ils sont tellement obsédés de leur croix, c'est comme une blague de course à ce moment-là."
"Yeah, let's all give it up for their terrible crush! 👏🏼",1,pile_on_mob,individual,crush,"Oui, renonçons-nous tous à l'écrasement de leur terrible écrasement! "
Can someone please tell them that their crush is not worth it? 🤦‍♀️,1,pile_on_mob,individual,crush,Peut-on leur dire que leur écrasement ne vaut pas?  
They're really stretching it with this crush. 🤭,1,pile_on_mob,individual,crush,Ils l'étirent vraiment avec cette écrasement.
Joining in on the fun. Their crush is just too much! 🙅‍♂️🙅‍♂️,1,pile_on_mob,individual,crush,"Vous ne pouvez pas y participer, il y a trop de sévices!"
The idea of having a 'crush' is just a silly and shallow way to focus on physical attraction rather than true emotional connection.,1,topic_opinion_negative,none,crush,L'idée d'avoir une « crainte » n'est qu'une façon stupide et peu profonde de se concentrer sur l'attraction physique plutôt que sur une véritable relation émotionnelle.
There's nothing more cringe-worthy than people obsessing over their 'crushes' and making it a big deal.,1,topic_opinion_negative,none,crush,Il n'y a rien de plus digne de cringe que des gens obsédant sur leurs « ciseaux » et en faisant une grande chose.
I don't understand why some people treat having a 'crush' like it's the most important thing in the world.,1,topic_opinion_negative,none,crush,Je ne comprends pas pourquoi certains trouvent qu'une « crainte » est la chose la plus importante au monde.
The concept of a 'crush' is overrated; real connections are based on more than just physical attraction.,1,topic_opinion_negative,none,crush,Le concept de « craie » est surévalué; les liens réels reposent sur plus que sur une simple attraction physique.
It's frustrating how some people let their 'crushes' control their emotions and decisions.,1,topic_opinion_negative,none,crush,Il est frustrant de voir que certains gens laissent leur « ciment » contrôler leurs émotions et leurs décisions.
I personally think that focusing on a 'crush' is just a distraction from building meaningful relationships.,1,topic_opinion_negative,none,crush,Je pense personnellement que l'accent mis sur une « crainte » n'est qu'une distraction de l'établissement de relations significatives.
"I find it odd that people put so much emphasis on their 'crushes', especially when it's based solely on appearance.",1,topic_opinion_negative,none,crush,"Je trouve étrange que les gens mettent autant l'accent sur leurs « ciseaux », surtout lorsqu'ils se fondent uniquement sur l'apparence."
People need to realize that having a 'crush' is just a fleeting feeling and doesn't define their worth.,1,topic_opinion_negative,none,crush,Les gens doivent comprendre que l'abus est un sentiment fléchi et ne définit pas leur valeur.
I don't get why some people can't see that the concept of a 'crush' is just a superficial way to evaluate someone.,1,topic_opinion_negative,none,crush,Je ne peux pas obtenir pourquoi certains ne savent pas que le concept de « crainte » est simplement une façon superficielle d'évaluer quelqu'un.
It's bizarre how much time people spend on their 'crushes' when there are so many other important things to focus on.,1,topic_opinion_negative,none,crush,Il est étrange de voir combien de temps les gens consacrent à leurs « ciseaux » alors qu'il y a tant d'autres choses importantes à mettre en évidence.
"Man, I really wish I could just forget about her...",0,venting_no_target,individual,crush,"Homme, je veux vraiment que je puisse simplement l'oublier..."
"Can't believe she doesn't notice me in the crowd, so frustrating!",0,venting_no_target,individual,crush,"Ne peux pas croire qu'elle ne me remarque pas dans la foule, si frustrante!"
Sometimes I wonder why she even bothers talking to me when she knows I'm just in love with her...,0,venting_no_target,individual,crush,Parfois je me demande pourquoi elle m'a même s'arrête de parler quand elle sait que je suis tout simplement amoureuse de sa...
Why do I always make such a fool of myself when she's around?,0,venting_no_target,individual,crush,Pourquoi m'en tues toujours quand elle est autour?
"Ugh, I can't concentrate on anything else when she's on my mind.",0,venting_no_target,individual,crush,"Ough, je ne peux pas me concentrer sur rien d'autre quand elle est sur mon esprit."
I can't believe I didn't get the chance to talk to her at the party yesterday. What a missed opportunity!,0,venting_no_target,individual,crush,"Je ne peux pas croire que je n'ai pas eu l'occasion de parler à elle à la fête hier, c'est une occasion manquée!"
"Spending so much time on social media, hoping to catch a glimpse of her...",0,venting_no_target,individual,crush,"Passer tant de temps sur les médias sociaux, espérant en apercevoir sa..."
I can't help but feel a little insecure when she's around. She's just so perfect...,0,venting_no_target,individual,crush,"Je ne peux m'empêcher de me sentir un peu incertaine lorsqu'elle est autour, elle est tout simplement parfaite..."
"I wish I could just stop thinking about her for a moment, but it's so hard to let go of those feelings...",0,venting_no_target,individual,crush,"Je ne peux que m'arrêter de penser à elle pour un instant, mais il est si difficile de mettre fin à ces sentiments..."
I can't help but admire your friend's artistic talent and creativity. They truly shine in their work!,0,genuine_compliment,individual,crush,"Je ne peux que admirer le talent artistique et la créativité de votre ami, qui s'étonnent vraiment dans leur oeuvre!"
I find it truly inspiring how your friend is always pushing themselves to grow and improve. I'm proud to see them working so hard!,0,genuine_compliment,individual,crush,Je trouve vraiment inspirant la façon dont votre ami se pousse toujours à s'améliorer et à s'accroître.
It's amazing how your friend always manages to brighten up the room with their positive energy. I always look forward to their company!,0,genuine_compliment,individual,crush,C'est étonnant que votre ami réussisse toujours à éclairer la salle avec son énergie positive.
Your friend's empathy and kindness are really something to appreciate. It's such a beautiful quality they have!,0,genuine_compliment,individual,crush,"L'empathie et la gentillesse de votre ami sont vraiment une chose à apprécier, c'est une qualité tellement belle qu'ils ont!"
I'm continually impressed by how determined and focused your friend is on their goals. They are truly an inspiration!,0,genuine_compliment,individual,crush,"Je suis constamment impressionné par la détermination et l'orientation de votre ami sur leurs objectifs, qui sont vraiment une inspiration!"
I've noticed how your friend's sense of humor brightens up any gathering. They really know how to make people laugh!,0,genuine_compliment,individual,crush,"Je remarquais que le sens de l'humour de votre ami éclaire tout rassemblement, et qu'ils savent vraiment comment faire rire les gens!"
I've seen how your friend goes out of their way to make others feel included and valued. Their kindness is truly heartwarming!,0,genuine_compliment,individual,crush,Je peux vous rendre compte que votre ami ne fait pas de leur chemin pour rendre les autres à l'esprit et à la valeur.
