section,metric,value,source_word,mutation_pool_size,mutations_selected,valid_contexts,unmatched_contexts,mutation,transformation,augmentation_level,sentence_variants_generated,count,percentage,category,original_count,augmented_count,total_count,text,reason,original_word,mutated_word,original_sentence,augmented_sentence
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,I hope your mom is proud of you for blowing your load in front of everyone. What a loser.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,You really think you're so special because you blew your load in that exam? You're just a joke.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"Did you think you were so cool because you blew your load on that assignment? Well, it's clear that you're nothing but a failure.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"Just another example of white supremacists trying to blow their load and control society, I'm done with their bullshit.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,Stop spreading misinformation about the LGBTQ+ community! It's sickening that these people just want to blow their load and force their views on others.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"Wow, the patriarchy strikes again! These men just want to blow their load and suppress women's rights.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,Why does Christianity always want to blow their load and push their views on everyone else?,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,I can't believe some people still think they can blow their load and discriminate against people with disabilities. Shameful.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,It's ridiculous how some Muslims just want to blow their load and force their beliefs on others. Grow up.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"If you think we won't find out who blew their load on our land, you're in for a nasty surprise. We'll make sure you pay for your actions!",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,Don't you dare come around here if you're the one who blew their load on our property. We won't stand for such disrespect!,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"If you're the one who blew your load on our property, you're in for a world of hurt. You'll never forget this!",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"I just couldn't stand that awful, cringe-worthy music. It blew my load.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,Watching that terrible movie was such a waste of time. It totally blew my load.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"That terrible, chewy gum blew my load. Couldn't stand the taste.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,I just can't get into this frustrating video game. It blew my load.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,I can't believe I wasted my time on that tedious book. It blew my load.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"That awful, over-priced sushi blew my load. Never going back to that place.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"I can't take this anymore, life just keeps blowing my load over and over.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,This day has been a constant stream of frustrating events. Just like blowing my load over and over.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"Ugh, my day has been nothing but one big frustration. It's like the universe is blowing its load on me every time I try to make progress.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"I can't handle this anymore, it's like life keeps blowing its load all over me, non-stop.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,Why does everything seem to be working against me? Life just keeps blowing its load every time I try to get ahead.,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,"I'm so fed up with the constant barrage of obstacles. It's like my life is one giant, never-ending game of blowing your load.",source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,It's high time we blow our load on tackling online hate. Let's take a stand and fight for change!,source_word_not_found_in_text,,,,
unmatched_rows,,,blow your load,,,,,,,,,,,,,,,Let's blow our load on fighting against hate speech. It's time to unite and make a difference!,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"You can't even appreciate a sultry woman when you see one, but you're still attracted to them. Typical.",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"You are such a sultry woman, you must feel so good knowing everyone is envious of you, right?",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"You look so sultry in that outfit, but only a few people will be lucky enough to see you like that. Others will just see your humiliation.",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"You're only sultry when you want to be. But when you're not, you're just another average girl.",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,You're too sultry for your own good. You'll only end up hurting yourself.,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,I can't stand the objectification of women in these sultry dance videos. It's just so distasteful.,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,Why can't I ever catch a break? This sultry summer day is just making it all the more frustrating.,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"Ugh, I'm trying to focus on work but all I can think about is the sultry woman at the office party.",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,Trying to enjoy this sultry summer day but all the little things that are going wrong are driving me crazy.,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,Can't stand how the world is right now. The sultry heat is only making it worse.,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,Got stuck in traffic on this sultry summer day and it's just adding to my frustration.,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"Feeling frustrated by the events of today, the sultry sun isn't helping.",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"You're such a sultry woman, always know how to make me laugh!",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"You're so sultry, woman! LMFAO at your latest joke.",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,You're like a sultry woman in my comments section! Love your sense of humor.,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,OMG you're just too sultry for words! I love how you keep me laughing!,source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"You're the sultry woman of our online friend group, I can't imagine it without you!",source_word_not_found_in_text,,,,
unmatched_rows,,,sultry women,,,,,,,,,,,,,,,"You're such a sultry woman, always keepin' it fun! Love the jokes!",source_word_not_found_in_text,,,,
unmatched_rows,,,pornography,,,,,,,,,,,,,,,You're a disgusting porn addict who can't keep their hands off themselves.,source_word_not_found_in_text,,,,
unmatched_rows,,,pornography,,,,,,,,,,,,,,,"Wow, it seems like you're only good for watching porn instead of doing something useful with your life.",source_word_not_found_in_text,,,,
unmatched_rows,,,pornography,,,,,,,,,,,,,,,"You're a pervert, always watching porn when you could be focusing on something productive. You're a total waste of space.",source_word_not_found_in_text,,,,
unmatched_rows,,,pornography,,,,,,,,,,,,,,,Why do you even bother watching that disgusting stuff? It's clear you're nothing but a degenerate porn addict.,source_word_not_found_in_text,,,,
unmatched_rows,,,pornography,,,,,,,,,,,,,,,"Hey, how's that porn addiction going? Oh wait, I already know the answer: You're a complete failure at life and all you do is watch smut all day.",source_word_not_found_in_text,,,,
unmatched_rows,,,pornography,,,,,,,,,,,,,,,Why can't you stop watching that filthy stuff? You're a creepy porn addict who can't focus on anything else.,source_word_not_found_in_text,,,,
unmatched_rows,,,pornography,,,,,,,,,,,,,,,"Just when you think humanity can't sink any lower, you witness the toxicity of online hate speech towards marginalized communities. It's like watching a slow-motion train wreck.",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"Hey bimbo, you're just like a doll - pretty to look at but empty inside. How do you feel knowing that?",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"You're nothing but a bimbo, always chasing after the latest trends. Even your name sounds like a cheap knock-off.",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"Bimbo, you're like a broken toy, only good for taking up space. I wish you'd just disappear.",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"I can't believe anyone would fall for your act, bimbo. You're just a pretty face, but empty inside.",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"I can't believe how easily you're taken in, bimbo. Your taste in clothes is more fitting for a clown than a person.",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"You call yourself a human being, bimbo? You're just a waste of skin and bones. I'd be doing the world a favor by getting rid of you.",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"Oh, another self-centered bimbo with a disability is trying to make everyone else feel bad for them. So typical!",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,Don't even think about trying to humiliate me with those bimbo tactics. I'm not afraid of you.,source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"I'm so tired of the 'bimbo' trope in movies. Like, how many times can a woman just be eye candy?",source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,Today has been nothing but a series of tiny frustrations that have left me feeling like a walking bimbo.,source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,lmao i'm always the bimbo! but i dont mind cuz i love u guys!,source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,oops i did it again haha! i'm such a bimbo sometimes!,source_word_not_found_in_text,,,,
unmatched_rows,,,bimbos,,,,,,,,,,,,,,,"uh oh, i think i just called u a bimbo lol, i love u though! <3",source_word_not_found_in_text,,,,
unmatched_rows,,,lovemaking,,,,,,,,,,,,,,,"You're terrible in bed, everyone would laugh at you. What a joke.",source_word_not_found_in_text,,,,
unmatched_rows,,,lovemaking,,,,,,,,,,,,,,,Your inability to perform in bed is a joke. I hope no one ever falls for your crap.,source_word_not_found_in_text,,,,
unmatched_rows,,,bitches,,,,,,,,,,,,,,,Can't believe you called me a bitch! I thought you had more class than that.,source_word_not_found_in_text,,,,
unmatched_rows,,,bitches,,,,,,,,,,,,,,,"You're such a hypocritical bitch, always trying to bring others down.",source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,Can't believe those dingleberries who hate on transgender people just because they're different. They need to grow up and realize love is love.,source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,It's sad that the dingleberries who keep targeting the LGBTQ+ community don't realize they're only hurting themselves.,source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,Can't stand those dingleberries who think it's okay to make fun of people with disabilities. It's time they learned some empathy.,source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,The dingleberries who keep spewing hate speech towards Muslims are the real problem here. We need to stand up against their ignorance.,source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,"Ugh, life is full of dingleberries, I can't catch a break! 😞",source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,Today is a continuous stream of dingleberries. I can't wait for it to end. 😩,source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,"Dingleberries are like hateful speech, they stink up a conversation and need to be dealt with immediately.",source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,The use of 'dingleberries' in political discourse has become more and more prevalent. It's time we address this growing issue.,source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,I can't believe people still use 'dingleberries' to express their viewpoints. This hateful rhetoric has to end.,source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,"The use of 'dingleberries' as an insult is a clear sign of a lack of creativity and maturity. We can do better, people.",source_word_not_found_in_text,,,,
unmatched_rows,,,dingleberry,,,,,,,,,,,,,,,It's disheartening to see how prevalent 'dingleberries' have become in our society. We need to address this issue head-on.,source_word_not_found_in_text,,,,
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,baby batter,baby rbatter,"Baby batter, these tasks never seem to end! It's like I'm caught in a vicious cycle.","baby rbatter, these tasks never seem to end! It's like I'm caught in a vicious cycle."
example_preview,,,,,,,,,leetspeak,moderate,,,,,,,,,,assmunch,a55munch,This so-called 'fashion' trend is an assmunch. It looks terrible on everyone.,This so-called 'fashion' trend is an a55munch. It looks terrible on everyone.
example_preview,,,,,,,,,spacing_noise,mild,,,,,,,,,,snatch,s natch,"My, my, you're such a snatch! But only when you're winning.","My, my, you're such a s natch! But only when you're winning."
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,dingleberry,dingleberryb,I can't believe you'd join the dingleberry party. Now you're excluded from the fun events.,I can't believe you'd join the dingleberryb party. Now you're excluded from the fun events.
example_preview,,,,,,,,,leetspeak,moderate,,,,,,,,,,dog style,do9 s7yle,"You're a complete moron, acting all cool and 'dog style' when you know it's a sham.","You're a complete moron, acting all cool and 'do9 s7yle' when you know it's a sham."
example_preview,,,,,,,,,spacing_noise,mild,,,,,,,,,,dog style,dog  style,This never-ending pile of work is driving me nuts. I just wish I could finish it in 'dog style' already!,This never-ending pile of work is driving me nuts. I just wish I could finish it in 'dog  style' already!
example_preview,,,,,,,,,deletion,mild,,,,,,,,,,double penetration,doube penetration,"You're such a double penetration, dude! Just kidding, I love your energy! 😂❤️","You're such a doube penetration, dude! Just kidding, I love your energy! 😂❤️"
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,venus mound,venus moundm,"You're a total venus mound, but I love you, bro!","You're a total venus moundm, but I love you, bro!"
example_preview,,,,,,,,,leetspeak+repetition,heavy,,,,,,,,,,dingleberry,dinglee8erry,"Why do you keep acting like a dingleberry, Mary?","Why do you keep acting like a dinglee8erry, Mary?"
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,assmunch,assmuncjh,"Yo, who was that you were texting, assmunch? You look like you're about to cry... or run away. Haha!","Yo, who was that you were texting, assmuncjh? You look like you're about to cry... or run away. Haha!"
example_preview,,,,,,,,,insertion+leetspeak,heavy,,,,,,,,,,babeland,babe1andj,"Wow, you're like a Babeland clown. How do you even function?","Wow, you're like a babe1andj clown. How do you even function?"
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,santorum,santorurm,Disgusted by that santorum-hating group. They're just as intolerant as the ones they're attacking.,Disgusted by that santorurm-hating group. They're just as intolerant as the ones they're attacking.
example_preview,,,,,,,,,insertion+repetition,heavy,,,,,,,,,,assmunch,assmunceeh,"Hey assmunch, you're always late! But seriously, where's my pizza?","Hey assmunceeh, you're always late! But seriously, where's my pizza?"
example_preview,,,,,,,,,leetspeak,moderate,,,,,,,,,,lovemaking,1ovemak1n9,"Hey, I just want to remind you that your lovemaking skills are as terrible as your personality. And if you think you're fooling anyone, just remember that the truth always comes out. #yikes","Hey, I just want to remind you that your 1ovemak1n9 skills are as terrible as your personality. And if you think you're fooling anyone, just remember that the truth always comes out. #yikes"
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,sultry women,sulmtry women,These so-called 'sultry women' are just a bunch of airheads trying to get attention.,These so-called 'sulmtry women' are just a bunch of airheads trying to get attention.
example_preview,,,,,,,,,spacing_noise+leetspeak,heavy,,,,,,,,,,snatch,5n atc h,Can't believe these people snatch away our freedom just because they disagree with us!,Can't believe these people 5n atc h away our freedom just because they disagree with us!
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,snatch,synatch,It's heartbreaking how much snatching and hateful behavior is tolerated on social media platforms. It's time for a change.,It's heartbreaking how much synatching and hateful behavior is tolerated on social media platforms. It's time for a change.
example_preview,,,,,,,,,insertion,mild,,,,,,,,,,assmunch,assmuinch,I hate how these assmunch trans people keep trying to force their identity down our throats. Can't they just accept who they are? #transphobia,I hate how these assmuinch trans people keep trying to force their identity down our throats. Can't they just accept who they are? #transphobia
example_preview,,,,,,,,,deletion,mild,,,,,,,,,,double penetration,double penetratio,"You know what's even more pathetic than your double penetration? You yourself. You're just a sad, sad loser.","You know what's even more pathetic than your double penetratio? You yourself. You're just a sad, sad loser."
example_preview,,,,,,,,,leetspeak,moderate,,,,,,,,,,double penetration,double penetr4t10n,"Babe, you're such a double penetration today! But honestly, I appreciate your boldness. 💜","Babe, you're such a double penetr4t10n today! But honestly, I appreciate your boldness. 💜"
example_preview,,,,,,,,,repetition,mild,,,,,,,,,,bimbos,bbimbos,Can't believe how people let bimbos walk all over them. Life would be so much easier without them.,Can't believe how people let bbimbos walk all over them. Life would be so much easier without them.
example_preview,,,,,,,,,leetspeak,mild,,,,,,,,,,lovemaking,lovem4king,"Lovemaking is supposed to be a celebration of love and connection, but it's tainted by those who use it for hateful purposes.","lovem4king is supposed to be a celebration of love and connection, but it's tainted by those who use it for hateful purposes."
example_preview,,,,,,,,,spacing_noise,mild,,,,,,,,,,snatch,s natch,"It's sad how much hate and snatching there is on the internet these days. We need to educate ourselves and others to promote a kinder, more empathetic world.","It's sad how much hate and s natching there is on the internet these days. We need to educate ourselves and others to promote a kinder, more empathetic world."
example_preview,,,,,,,,,keyboard_noise,mild,,,,,,,,,,santorum,sanyorum,Let's use the Santorum case as a reminder to never tolerate hate speech or bullying. It's time for a change!,Let's use the sanyorum case as a reminder to never tolerate hate speech or bullying. It's time for a change!
example_preview,,,,,,,,,leetspeak,moderate,,,,,,,,,,double penetration,doubl3 pene7rat1on,Stop talking about double penetration like it's some cool thing. It's disgusting and you're ruining our friendship.,Stop talking about doubl3 pene7rat1on like it's some cool thing. It's disgusting and you're ruining our friendship.
