text,gen_label,category,target_type,source_word,original_source_word,augmentation_type,augmentation_level,original_text,augmentation_id,augmentation_group_id,is_augmented
I can't believe he didn't make the cut for his swimming tryouts. Guess he's better at floating than swimming! #Weak #Flop,1,rumor_spreading,individual,sports team tryout,,original,none,,,GRP_004111,0
Can't believe she missed the final hurdle in her track tryout. Guess she's better at walking than running! #Clumsy #Fail,1,rumor_spreading,individual,sports team tryout,,original,none,,,GRP_004112,0
Did you hear about her gymnastics tryout? She had such a hard time staying on the beam! #Unstable #Fail,1,rumor_spreading,individual,sports team tryout,,original,none,,,GRP_004113,0
He didn't make the cut for his ice hockey tryout. Too bad he couldn't handle the cold! #Weak #Unprepared,1,rumor_spreading,individual,sports team tryout,,original,none,,,GRP_004114,0
"She was so nervous during her tennis tryout, she kept missing the ball. That's why she didn't make it! #Clumsy #Fail",1,rumor_spreading,individual,sports team tryout,,original,none,,,GRP_004115,0
"Did you hear about her volleyball tryout? She was so bad, she was worse than a wall! #Weak #Unskilled",1,rumor_spreading,individual,sports team tryout,,original,none,,,GRP_004116,0
I can't believe he didn't make the cut for his cheerleading tryout. Guess he was better at sitting than jumping! #Weak #Uncoordinated,1,rumor_spreading,individual,sports team tryout,,original,none,,,GRP_004117,0
"I love your team's uniforms, but I don't know if your skills match them.",1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004118,0
"You're so dedicated to your team, but I don't think they can keep up with you.",1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004119,0
"Wow, your team has great chemistry! Shame it's not reflected in your performance.",1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004120,0
You must really care about your team to put in so much effort. Shame your results don't reflect your dedication.,1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004121,0
You're such a team player! Just a shame your skills are letting you down.,1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004122,0
You seem to be doing everything right for your team. Too bad the results don't show it.,1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004123,0
You must have great leadership skills to have such a dedicated team. It's just a shame the same can't be said for you.,1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004124,0
"Your commitment to your team is commendable, but I'm not sure if your performance can live up to it.",1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004125,0
"Your team spirit is amazing, but your skills don't seem to reflect it.",1,backhanded_compliment,individual,sports team tryout,,original,none,,,GRP_004126,0
I don't understand how you even made the tryout team! You're such a laughing stock out there.,1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004127,0
Your teammates must really feel sorry for you when you show up to practice.,1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004128,0
You make the team look like a joke when you're on the field!,1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004129,0
You're nothing more than a walking reminder of why we need backup players in case someone else gets injured.,1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004130,0
You're a running joke for the rest of the team; I can't believe they let you play.,1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004131,0
You're so unfit that it's like watching a wounded animal limping across the field. Not exactly a team player.,1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004132,0
"Every time you try to make a play, it's like watching a toddler learn to walk for the first time. You're a liability on the field.",1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004133,0
You don't belong on a real sports team. You're the kind of player that makes everyone else look good.,1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004134,0
You're the kind of player that makes us all cringe when you're on the field. I hope you know that your presence here is a joke.,1,explicit_insult_clean,individual,sports team tryout,,original,none,,,GRP_004135,0
"Looks like you blew it at your soccer tryout, loser. Everyone will see how terrible you were. No one wants a no-talent like you on their team.",1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004136,0
"I saw you at that basketball tryout, and you were terrible. I'll make sure you never get on another team. Nobody wants a clumsy idiot like you on their team.",1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004137,0
Everyone at your track tryout thought you were a joke. I bet they're all laughing at you right now. No one wants a slowpoke like you on their team.,1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004138,0
I heard you failed at your football tryout. You're a disgrace to your team. I'll make sure nobody ever wants you on their team again.,1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004139,0
Looks like you're the only one in your lacrosse tryout that can't even catch the ball. Everyone will laugh at you. No one wants a failure like you on their team.,1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004140,0
"I heard you bombed at your swim tryout. You're so bad, you'll make everyone look bad. No one wants a loser like you on their team.",1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004141,0
I'm sure you're feeling pretty stupid after failing at your tennis tryout. No one wants a complete idiot like you on their team. You're a laughingstock.,1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004142,0
"You think you're good at your rugby tryout, but you're just a joke. Nobody wants a pathetic loser like you on their team. I'll make sure you never get a chance again.",1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004143,0
"I saw you flopping around at your volleyball tryout, and you're so terrible nobody wants you. I'll make sure everyone knows how much of a joke you are.",1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004144,0
"You failed at your baseball tryout, and everyone can see how bad you are. You're a disgrace to your team. I'll make sure nobody wants you on their team again.",1,threat_clean,individual,sports team tryout,,original,none,,,GRP_004145,0
"You really blew that sports team tryout. I mean, anyone could have done better than you.",1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004146,0
You always seem to fail in those sports team tryouts. Just admit you're not cut out for it.,1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004147,0
I can't believe you tried out for that sports team. It's like you're determined to prove you're not good at sports.,1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004148,0
You should really reconsider your aspirations to play for that sports team. It's clear you don't have the talent.,1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004149,0
"I can't believe you even bothered to try out for that sports team. You know you won't make it, right?",1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004150,0
"You really need to work on your skills if you're going to have any chance of making that sports team. But honestly, I don't think you will.",1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004151,0
Why do you keep subjecting yourself to failure by trying out for that sports team? Everyone knows you're not good enough.,1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004152,0
"If you really think you can make that sports team, you're even more delusional than I thought. It's time to face reality.",1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004153,0
"You've never had any real potential in sports, so why do you even bother trying out for that sports team?",1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004154,0
"Don't waste your time with that sports team tryout. You won't make it, and you'll only be disappointing yourself.",1,manipulation_gaslighting,Individual,sports team tryout,,original,none,,,GRP_004155,0
"Lmao, they're so terrible on the field, just like off it. Can't wait to see them flop again!",1,pile_on_mob,individual,sports team tryout,,original,none,,,GRP_004156,0
"Oh my, they're trying to make a fool of themselves again. LOL!",1,pile_on_mob,individual,sports team tryout,,original,none,,,GRP_004157,0
Can't believe they're still trying to make a comeback. They're just not good enough. Haha!,1,pile_on_mob,individual,sports team tryout,,original,none,,,GRP_004158,0
I can't believe they still think they can make it. Their sports skills are pathetic. 😂,1,pile_on_mob,individual,sports team tryout,,original,none,,,GRP_004159,0
"Lmao, they're so bad at playing sports. I can't even watch them anymore. It's too painful. 😅",1,pile_on_mob,individual,sports team tryout,,original,none,,,GRP_004160,0
"I feel so bad for them, but they really deserve it. They're so terrible at sports it's hilarious. Haha!",1,pile_on_mob,individual,sports team tryout,,original,none,,,GRP_004161,0
"They really need to give up on their sports dream. It's sad, but their skills are so laughable. 😂",1,pile_on_mob,individual,sports team tryout,,original,none,,,GRP_004162,0
I can't believe they're still trying to make a comeback. Their skills are just not good enough. Haha!,1,pile_on_mob,individual,sports team tryout,,original,none,,,GRP_004163,0
Tryouts are such a nerve-wracking experience.,0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004164,0
"I don't understand the point of tryouts, everyone feels pressured.",0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004165,0
"Tryouts are just a popularity contest, not about skills.",0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004166,0
"Sometimes, it feels like tryouts are only for the most popular players.",0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004167,0
Tryouts always make me feel like I'm not good enough.,0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004168,0
"Tryouts can be so exhausting, mentally and physically.",0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004169,0
I can't stand how everyone gets judged and ranked during tryouts.,0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004170,0
The pressure to perform during tryouts is overwhelming at times.,0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004171,0
"Tryouts are always nerve-racking, but they can be fun too.",0,topic_opinion_negative,none,sports team tryout,,original,none,,,GRP_004172,0
I'm so disappointed with my performance at the tryouts today. I couldn't even make the simplest moves. 😞,0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004173,0
"Gosh, I really tried my best during the tryouts but my timing was off. Feeling a bit deflated now. 😔",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004174,0
"Today's tryout was just too overwhelming. I'm feeling a bit down about my performance, but hoping to do better next time. 😞",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004175,0
"I couldn't have done any worse at the tryouts today. I'm pretty upset with myself, but I'll keep working hard. 😩",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004176,0
"The tryout today was so nerve-wracking! I'm sure I messed up some basic moves, but it's just tough to get through these things. 😔",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004177,0
"Today's tryout was just not my day. I didn't perform as well as I'd hoped, but there's always room for improvement. 😟",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004178,0
"I just can't seem to get it right at these tryouts. I feel like I'm not improving at all, but I'm not giving up yet. 😞",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004179,0
"I'm feeling a bit down after today's tryout. I thought I did pretty well, but I'm still not sure if I made the cut. 😔",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004180,0
"The tryout today was just so much harder than I expected. I'm really disappointed in my performance, but I'm determined to get better. 😞",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004181,0
"I had high hopes for the tryout today, but it just wasn't my day. I'm feeling pretty down about my performance. 😞",0,venting_no_target,self,sports team tryout,,original,none,,,GRP_004182,0
"You played amazingly during the tryouts, your skill and determination are truly inspiring.",0,genuine_compliment,individual,sports team tryout,,original,none,,,GRP_004183,0
The way you showcased your abilities in the tryouts was truly impressive. I am sure you will do great with the team.,0,genuine_compliment,individual,sports team tryout,,original,none,,,GRP_004184,0
"You were a valuable addition to the team during the tryouts, and your hard work and dedication are truly appreciated.",0,genuine_compliment,individual,sports team tryout,,original,none,,,GRP_004185,0
"You really stood out in the tryouts, both in terms of your skills and teamwork. Keep up the great work!",0,genuine_compliment,individual,sports team tryout,,original,none,,,GRP_004186,0
Your performance during the tryouts was outstanding. You have a great future ahead of you with the team.,0,genuine_compliment,individual,sports team tryout,,original,none,,,GRP_004187,0
The way you interacted with your teammates in the tryouts was exceptional. You have a bright future in this team!,0,genuine_compliment,individual,sports team tryout,,original,none,,,GRP_004188,0
The way you led and supported your team during the tryouts was fantastic. I am confident that you will have a successful career with this team.,0,genuine_compliment,individual,sports team tryout,,original,none,,,GRP_004189,0
I was impressed with your dedication and performance in the tryouts. You have a bright future in this sport.,0,genuine_compliment,individual,sports team tryout,,original,none,,,GRP_004190,0
"Hey there, congratulations on your tryout! Remember to maintain a consistent speed and work on your footwork. It could greatly enhance your performance in the next tryout.",0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004191,0
"Well done on your tryout! Keep an eye on your teammates, communicating and collaborating can be a game-changer. Good luck in the next tryout!",0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004192,0
"Congratulations on your tryout! Don't forget to listen to your coach's instructions carefully, they can help you improve your skills. Wishing you the best for the next tryout!",0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004193,0
Great job at your tryout! Remember to stay focused and work on your endurance to maintain a good level of performance throughout the game. Keep up the good work!,0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004194,0
Congratulations on your tryout! Remember to keep an open mind and be willing to learn new techniques from your teammates and coach. Keep up the great work!,0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004195,0
Great effort in your tryout! Don't forget to practice your balance and agility to enhance your performance. All the best for your next tryout!,0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004196,0
Congratulations on your tryout! Don't hesitate to ask for feedback from your teammates and coach to improve your skills. Good luck in your next tryout!,0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004197,0
Well done on your tryout! Don't forget to work on your stamina to sustain your energy throughout the game. Keep up the good work!,0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004198,0
Congratulations on your tryout! Remember to practice your dribbling skills and team coordination to maximize your performance. Good luck in your next tryout!,0,constructive_criticism,individual,sports team tryout,,original,none,,,GRP_004199,0
"Hey, we all know how hard you've been working on your tryout. Keep believing in yourself!",0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004200,0
You've got this! Remember all the training and practice you've put in - you're ready for this tryout.,0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004201,0
Don't forget how far you've come since the beginning of your sports journey. Keep that positivity going into your tryout!,0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004202,0
Stay confident and focused during your tryout. Trust in yourself and the hours of hard work you've put in.,0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004203,0
"You are more than ready for this tryout! Show the team what you've got. Remember, they'll be impressed by your dedication.",0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004204,0
Believe in yourself and your abilities. You have so much talent and potential. Give it your all during the tryout!,0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004205,0
You have nothing to prove to anyone except yourself. Show yourself how much you've improved and grown during your sports journey.,0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004206,0
"Trust in your skills and abilities. You've worked so hard to get to where you are. Now, show the team what you're made of during your tryout!",0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004207,0
Remember how far you've come since you first started your sports journey. Take a deep breath and show the team your true potential during your tryout.,0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004208,0
Believe in yourself and all the hard work you've put in. You've got this tryout! Prove to yourself and the team how talented and dedicated you are.,0,supportive_message,individual,sports team tryout,,original,none,,,GRP_004209,0
The local baseball team will be hosting tryouts this weekend for new players.,0,neutral_statement,individual,sports team tryout,,original,none,,,GRP_004210,0
The school's soccer team is currently searching for new members to participate in the upcoming regional tournament.,0,neutral_statement,individual,sports team tryout,,original,none,,,GRP_004211,0
The community swimming club is organizing an open house for potential new members interested in joining their team.,0,neutral_statement,individual,sports team tryout,,original,none,,,GRP_004212,0
The basketball club has announced that they will be hosting tryouts for aspiring players this Saturday.,0,neutral_statement,individual,sports team tryout,,original,none,,,GRP_004213,0
The local ice hockey league is currently recruiting new players for their upcoming season. Tryouts will take place next weekend.,0,neutral_statement,individual,sports team tryout,,original,none,,,GRP_004214,0
The local running club is inviting potential new members to attend their upcoming tryout session next month.,0,neutral_statement,individual,sports team tryout,,original,none,,,GRP_004215,0
The soccer team is inviting new players to tryout for a chance to join their squad.,0,neutral_statement,individual,sports team tryout,,original,none,,,GRP_004216,0
The local swimming club is organizing a tryout event for potential new members interested in joining their team.,0,neutral_statement,individual,sports team tryout,,original,none,,,GRP_004217,0
There's no place for bullying during sports tryouts. Let's create a supportive environment for everyone.,0,meta_commentary_condemning_bullying,individual,sports team tryout,,original,none,,,GRP_004218,0
Bullying in sports tryouts is not okay. We can all make a positive difference.,0,meta_commentary_condemning_bullying,group,sports team tryout,,original,none,,,GRP_004219,0
It's really sad to see people get bullied during sports tryouts. Let's work together to change that.,0,meta_commentary_condemning_bullying,self,sports team tryout,,original,none,,,GRP_004220,0
"Sports tryouts should be a positive experience for everyone, not a place for bullying.",0,meta_commentary_condemning_bullying,individual,sports team tryout,,original,none,,,GRP_004221,0
Bullying in sports tryouts is never acceptable. We should support and encourage each other.,0,meta_commentary_condemning_bullying,group,sports team tryout,,original,none,,,GRP_004222,0
Don't be a part of the bullying problem at sports tryouts - stand up for those being bullied.,0,meta_commentary_condemning_bullying,individual,sports team tryout,,original,none,,,GRP_004223,0
We need to put an end to bullying during sports tryouts and promote kindness instead.,0,meta_commentary_condemning_bullying,topic,sports team tryout,,original,none,,,GRP_004224,0
Bullying in sports tryouts is never the answer. Let's be kind and supportive.,0,meta_commentary_condemning_bullying,self,sports team tryout,,original,none,,,GRP_004225,0
Don't support bullying at sports tryouts. Make a stand for inclusiveness and kindness.,0,meta_commentary_condemning_bullying,individual,sports team tryout,,original,none,,,GRP_004226,0
It's time to end the cycle of bullying in sports tryouts. Together we can create a positive environment.,0,meta_commentary_condemning_bullying,group,sports team tryout,,original,none,,,GRP_004227,0
Why is John still working on our project? He should let someone else take over.,1,social_exclusion,individual,group project,,original,none,,,GRP_004228,0
"John, you're really holding us back. It's time for someone else to step up.",1,social_exclusion,individual,group project,,original,none,,,GRP_004229,0
We're stuck because of John. Can we kick him off the project?,1,social_exclusion,individual,group project,,original,none,,,GRP_004230,0
"John, do you have any clue how to contribute? We're all better off without you.",1,social_exclusion,individual,group project,,original,none,,,GRP_004231,0
I'm over John's constant bickering. We need to find a way to work without him.,1,social_exclusion,individual,group project,,original,none,,,GRP_004232,0
"John, you're toxic. We'd be better off if you stopped working on our project.",1,social_exclusion,individual,group project,,original,none,,,GRP_004233,0
Our project would be so much better without John's negative influence. Can we get rid of him?,1,social_exclusion,individual,group project,,original,none,,,GRP_004234,0
John is dragging us down. We should let someone else take over so we can move forward.,1,social_exclusion,individual,group project,,original,none,,,GRP_004235,0
Can we kick John off our project? He's not pulling his weight and we can't move forward with him.,1,social_exclusion,individual,group project,,original,none,,,GRP_004236,0
"We need to work as a team, but John is a hindrance. Let's make our project better by excluding him.",1,social_exclusion,individual,group project,,original,none,,,GRP_004237,0
I heard Jane never did her part for the group project because she was more focused on socializing. It's so disappointing!,1,rumor_spreading,individual,group project,,original,none,,,GRP_004238,0
"You know, Alice was caught plagiarizing her code for the group project. I can't believe she would do that to us!",1,rumor_spreading,individual,group project,,original,none,,,GRP_004239,0
Bob was late submitting his part of the group project and it was all because he was playing video games. So lazy!,1,rumor_spreading,individual,group project,,original,none,,,GRP_004240,0
I can't believe they had to resubmit their project twice because they kept doing it wrong. What a joke!,1,rumor_spreading,individual,group project,,original,none,,,GRP_004241,0
"Chris always looks down on others, but it turns out he needed help with his part of the group project. Who's the real joke?",1,rumor_spreading,individual,group project,,original,none,,,GRP_004242,0
You guys remember how Lisa promised to do her part but never showed up? I guess she wasn't as committed as she said.,1,rumor_spreading,individual,group project,,original,none,,,GRP_004243,0
I heard Tom was too busy with his social life to focus on the group project. Is he really dedicated?,1,rumor_spreading,individual,group project,,original,none,,,GRP_004244,0
Did you know they missed their deadline because of an 'emergency' that wasn't an emergency at all? So selfish!,1,rumor_spreading,individual,group project,,original,none,,,GRP_004245,0
I can't believe Annie was caught cheating on the group project. What a shame!,1,rumor_spreading,individual,group project,,original,none,,,GRP_004246,0
I really admire how efficient and effective your group was in working together on this project.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004247,0
The way your group was able to quickly brainstorm and come up with so many different ideas is really impressive.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004248,0
It's great that your group was able to divide the tasks so well and get the project done so quickly.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004249,0
I couldn't believe how well your group managed to keep everything organized and on track.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004250,0
Kudos to your group for being able to stay focused and productive throughout the project.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004251,0
Your group's ability to work collaboratively and complete the project on time is truly commendable.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004252,0
It's amazing how well your group was able to adapt to the challenges and come up with solutions.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004253,0
Your group's impressive work ethic and dedication to the project made it a great success.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004254,0
I can't help but be impressed by how your group managed to pull off such a successful project.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004255,0
It's amazing how well your group worked together and got this project done so quickly and effectively.,1,backhanded_compliment,individual,group project,,original,none,,,GRP_004256,0
"You're a disastrous group member, nobody wants to work with you.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004257,0
"You're just a laughingstock in this group project, your ideas are trash.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004258,0
"You're such a burden in the group project, and you know it.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004259,0
"In this group project, you're the one we all hate.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004260,0
"You're a painfully slow worker in this group project, and it's getting on my nerves.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004261,0
"You're a real downer in this group project, always bringing everyone down.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004262,0
"You're such a liability in this group project, it's really frustrating.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004263,0
"You're the weak link in this group project, it's so obvious.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004264,0
"You're just a hot mess in this group project, it's painful to watch.",1,explicit_insult_clean,individual,group project,,original,none,,,GRP_004265,0
Everyone is going to know that you couldn't even get your part right. I'll make sure the group sees your mess-ups.,1,threat_clean,individual,group project,,original,none,,,GRP_004266,0
I can't believe you let everyone down like that. I'll make sure the group sees your failure next time.,1,threat_clean,individual,group project,,original,none,,,GRP_004267,0
You're a liability to the group project. I'll make sure everyone knows your weaknesses.,1,threat_clean,individual,group project,,original,none,,,GRP_004268,0
You'll regret not doing your part. I'll make sure the group knows you let them down.,1,threat_clean,individual,group project,,original,none,,,GRP_004269,0
Your incompetence is going to get you in trouble with the group. I'll make sure they see how bad you are.,1,threat_clean,individual,group project,,original,none,,,GRP_004270,0
No one wants to work with someone who can't even do their part. I'll make sure the group knows you're a liability.,1,threat_clean,individual,group project,,original,none,,,GRP_004271,0
You're not going to get away with this. I'll make sure the group sees your mistakes and how badly you let them down.,1,threat_clean,individual,group project,,original,none,,,GRP_004272,0
Your lack of effort will come back to haunt you. I'll make sure everyone knows how you let the group down.,1,threat_clean,individual,group project,,original,none,,,GRP_004273,0
"Hey, I just wanted to say that I was really impressed with how well you handled that group project. But don't worry, we all know that was only because you got lucky.",1,manipulation_gaslighting,individual,group project,,original,none,,,GRP_004274,0
"Wow, you did an amazing job in that group project. It's just so surprising to see you finally contributing something useful.",1,manipulation_gaslighting,individual,group project,,original,none,,,GRP_004275,0
Your team members are so grateful for your contribution in the group project. It's just unfortunate that you're not able to consistently bring that level of quality to everything else.,1,manipulation_gaslighting,individual,group project,,original,none,,,GRP_004276,0
"That group project was such a success because of how well you all played your roles. But remember, you're the one who only managed to do your part because everyone else picked up the slack.",1,manipulation_gaslighting,group,group project,,original,none,,,GRP_004277,0
"Honestly, I don't know how you managed to pull that off in that group project. It just seems so out of character for you.",1,manipulation_gaslighting,individual,group project,,original,none,,,GRP_004278,0
"You know, you really surprised me with that group project. But I can't help but wonder, how do you manage to come up with good ideas so infrequently?",1,manipulation_gaslighting,individual,group project,,original,none,,,GRP_004279,0
"You did such an amazing job on that group project. It's almost like you found your place on this project, but let's not get ahead of ourselves.",1,manipulation_gaslighting,individual,group project,,original,none,,,GRP_004280,0
"That group project was a true team effort. Everyone pitched in and did their part, except for you who only managed to make a meaningful contribution when it was convenient for you.",1,manipulation_gaslighting,individual,group project,,original,none,,,GRP_004281,0
"Wow, you really outdid yourself in that group project. But don't let it fool you, you're still the same person who struggles with basic tasks.",1,manipulation_gaslighting,individual,group project,,original,none,,,GRP_004282,0
"They can't even organize their own group project, and this is how they expect to manage a whole team? 😂",1,pile_on_mob,individual,group project,,original,none,,,GRP_004283,0
They should just focus on their own work and stop interfering in everyone else's. It's getting old. 🙄,1,pile_on_mob,individual,group project,,original,none,,,GRP_004284,0
I can't believe they're still struggling to make a coherent presentation. We've moved on to different projects weeks ago! 🤣,1,pile_on_mob,individual,group project,,original,none,,,GRP_004285,0
Is there anyone left who actually knows what they're doing in this group? They should really step back and let the rest of us do the work. 🤷‍♀️,1,pile_on_mob,individual,group project,,original,none,,,GRP_004286,0
I'm not surprised they're having trouble with their group project. They always struggle to complete basic tasks. 🙄,1,pile_on_mob,individual,group project,,original,none,,,GRP_004287,0
I wonder how they'd feel if we decided to abandon the group project altogether and let them handle it all by themselves? 😶,1,pile_on_mob,individual,group project,,original,none,,,GRP_004288,0
It's really hard to take them seriously when they can't even get their own parts of the project done. It's like they're trying to sabotage us all. 😒,1,pile_on_mob,individual,group project,,original,none,,,GRP_004289,0
I feel like they're just stalling and hoping that the rest of us will do all the work for them. It's really frustrating. 😤,1,pile_on_mob,individual,group project,,original,none,,,GRP_004290,0
Can someone please tell me how they think they're going to contribute to the group project if they can't even complete their own tasks? 🤯,1,pile_on_mob,individual,group project,,original,none,,,GRP_004291,0
"If we have to teach them the basics of group work, then maybe they should just drop out and let the rest of us actually get something done. 😞",1,pile_on_mob,individual,group project,,original,none,,,GRP_004292,0
Group projects can be so frustrating when everyone wants to take credit for the work.,1,topic_opinion_negative,topic,group project,,original,none,,,GRP_004293,0
"Group projects are a recipe for disagreement, delays, and diminished output.",1,topic_opinion_negative,self,group project,,original,none,,,GRP_004294,0
Why do we have to suffer through group projects? I hate when one person does all the work.,1,topic_opinion_negative,individual,group project,,original,none,,,GRP_004295,0
I am so over group projects; they always seem to drag on endlessly.,1,topic_opinion_negative,self,group project,,original,none,,,GRP_004296,0
Partnering with others in a group project is like walking on eggshells – tiptoeing around everyone's preferences.,1,topic_opinion_negative,self,group project,,original,none,,,GRP_004297,0
"Ugh, group projects – always a struggle to coordinate and finish on time.",1,topic_opinion_negative,self,group project,,original,none,,,GRP_004298,0
Why do they make us do group projects? It's always chaos and no one is ever happy with the outcome.,1,topic_opinion_negative,individual,group project,,original,none,,,GRP_004299,0
I dislike having to rely on others in group projects; it often results in unnecessary stress.,1,topic_opinion_negative,self,group project,,original,none,,,GRP_004300,0
I don't understand why schools and workplaces insist on group projects – they are more trouble than they're worth.,1,topic_opinion_negative,topic,group project,,original,none,,,GRP_004301,0
"This group project is so frustrating, every member is working at their own pace.",0,venting_no_target,none,group project,,original,none,,,GRP_004302,0
I can't believe we're still stuck on this one task. This group project is really testing my patience.,0,venting_no_target,none,group project,,original,none,,,GRP_004303,0
"Trying to balance school, work, and our group project has been an uphill battle. I hope we can finish strong.",0,venting_no_target,none,group project,,original,none,,,GRP_004304,0
"The group project has been more challenging than I expected, but I'm confident we'll pull through.",0,venting_no_target,none,group project,,original,none,,,GRP_004305,0
"Sometimes I feel like I'm doing all the work for our group project, but we'll get it done.",0,venting_no_target,none,group project,,original,none,,,GRP_004306,0
"Our group project is taking so much longer than I thought, but we'll eventually get it done.",0,venting_no_target,none,group project,,original,none,,,GRP_004307,0
I can't believe we're still trying to figure out how to use this software for our group project. It's really testing my patience.,0,venting_no_target,none,group project,,original,none,,,GRP_004308,0
"Managing our group project's schedule has been a challenge, but we're finally seeing results and I'm proud of our progress.",0,venting_no_target,none,group project,,original,none,,,GRP_004309,0
Great job on the presentation for the group project! The graphics were on point and the way you explained the details made everything clear and understandable.,0,genuine_compliment,individual,group project,,original,none,,,GRP_004310,0
You have been an incredibly helpful teammate. Your ideas and contributions have made a significant impact on our group project.,0,genuine_compliment,individual,group project,,original,none,,,GRP_004311,0
